bOrdinal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4452,-0.93207,0.5928,-0.20913,-0.51055,-0.82272,0.35834,-1.274,1.3937,0.34704,-0.45388,-0.22856,0.91835,3.7118,2.2165,-0.082479,-0.18699,-0.47399,-0.35427,-0.33875,-0.32798,-0.25,1,0,0,2,2,0,3,1,1,0,0,4,0,11
0.27528,-0.93207,0.5928,-0.20913,-0.51055,0.18429,1.9739,-0.01853,1.3937,0.34704,-0.45388,-0.22856,0.91835,-0.26941,2.2165,-0.082479,-0.18699,-0.47399,-0.35427,-0.33875,-0.32798,-0.25,0,1,0,2,2,0,3,1,1,0,0,4,0,11
-0.30969,-0.93207,0.5928,-0.20913,-0.51055,-0.82272,1.9739,1.2369,1.3937,0.34704,-0.45388,-0.22856,0.91835,-0.26941,2.2165,-0.082479,-0.18699,-0.47399,-0.35427,-0.33875,-0.32798,-0.25,0,1,0,2,2,0,3,0,1,0,0,4,0,11
-0.30969,-0.93207,0.5928,-0.20913,-0.51055,-0.82272,1.9739,-0.01853,1.3937,0.34704,-0.45388,-0.22856,0.91835,-0.26941,2.2165,-0.082479,-0.18699,-0.47399,-0.35427,-0.33875,-0.32798,-0.25,0,0,0,2,2,0,3,0,1,0,0,4,0,11
1.4452,-0.93207,0.5928,-0.20913,-0.51055,0.18429,0.35834,1.2369,1.3937,0.34704,-0.45388,-0.22856,0.91835,-0.26941,2.2165,-0.082479,-0.18699,-0.47399,-0.35427,-0.33875,-0.32798,-0.25,0,0,0,2,2,0,3,1,1,0,0,4,0,11
0.86025,-0.93207,0.5928,-0.20913,-0.51055,1.1913,0.35834,-0.01853,1.3937,0.34704,-0.45388,-0.22856,0.91835,-0.26941,2.2165,-0.082479,-0.18699,-0.47399,-0.35427,-0.33875,-0.32798,-0.25,0,0,0,2,2,0,3,0,1,0,0,4,0,11
0.86025,-0.93207,0.5928,-0.20913,-0.51055,0.18429,0.35834,-1.274,1.3937,0.34704,-0.45388,-0.22856,0.91835,3.7118,2.2165,-0.082479,-0.18699,-0.47399,-0.35427,-0.33875,-0.32798,-0.25,0,1,0,2,2,0,3,1,1,0,0,4,0,11
0.27528,-0.93207,0.5928,-0.20913,1.9587,-0.82272,0.35834,1.2369,1.3937,0.34704,-0.45388,-0.22856,0.91835,-0.26941,2.2165,-0.082479,-0.18699,-0.47399,-0.35427,-0.33875,-0.32798,-0.25,0,0,0,2,2,0,3,1,1,0,0,4,0,11
1.4452,-0.93207,0.5928,-0.20913,-0.51055,1.1913,0.35834,-0.01853,1.3937,0.34704,-0.45388,-0.22856,0.91835,-0.26941,2.2165,-0.082479,-0.18699,-0.47399,-0.35427,-0.33875,-0.32798,-0.25,0,1,0,2,2,0,3,1,1,0,0,4,0,11
