acura,small,25,31,0,a2,4,1.8,140,6300,2890,1,13.2,5,177,102,68,37,26.5,11,2705,0,15.9
acura,midsize,18,25,2,a2,6,3.2,200,5500,2335,1,18,5,195,115,71,38,30,15,3560,0,33.9
audi,compact,20,26,1,a2,6,2.8,172,5500,2280,1,16.9,5,180,102,67,37,28,14,3375,0,29.1
audi,midsize,19,26,2,a2,6,2.8,172,5500,2535,1,21.1,6,193,106,70,37,31,17,3405,0,37.7
bmw,midsize,22,30,1,a1,4,3.5,208,5700,2545,1,21.1,4,186,109,69,39,27,13,3640,0,30
buick,midsize,22,31,1,a2,4,2.2,110,5200,2565,0,16.4,6,189,105,69,41,28,16,2880,1,15.7
buick,large,19,28,1,a2,6,3.8,170,4800,1570,0,18,6,200,111,74,42,30.5,17,3470,1,20.8
buick,large,16,25,1,a1,6,5.7,180,4000,1320,0,23,6,216,116,78,45,30.5,21,4105,1,23.7
buick,midsize,19,27,1,a2,6,3.8,170,4800,1690,0,18.8,5,198,108,73,41,26.5,14,3495,1,26.3
cadillac,large,16,25,1,a2,8,4.9,200,4100,1510,0,18,6,206,114,73,43,35,18,3620,1,34.7
cadillac,midsize,16,25,2,a2,8,4.6,295,6000,1985,0,20,5,204,111,74,44,31,14,3935,1,40.1
chevrolet,compact,25,36,0,a2,4,2.2,110,5200,2380,1,15.2,5,182,101,66,38,25,13,2490,1,13.4
chevrolet,compact,25,34,1,a2,4,2.2,110,5200,2665,1,15.6,5,184,103,68,39,26,14,2785,1,11.4
chevrolet,sporty,19,28,2,a1,6,3.4,160,4600,1805,1,15.5,4,193,101,74,43,25,13,3240,1,15.1
chevrolet,midsize,21,29,0,a2,4,2.2,110,5200,2595,0,16.5,6,198,108,71,40,28.5,16,3195,1,15.9
chevrolet,van,18,23,0,a2,6,3.8,170,4800,1690,0,20,7,178,110,74,44,30.5,NaN,3715,1,16.3
chevrolet,van,15,20,0,a3,6,4.3,165,4000,1790,0,27,8,194,111,78,42,33.5,NaN,4025,1,16.6
chevrolet,large,17,26,1,a1,8,5,170,4200,1350,0,23,6,214,116,77,42,29.5,20,3910,1,18.8
chevrolet,sporty,17,25,1,a1,8,5.7,300,5000,1450,1,20,2,179,96,74,43,NaN,NaN,3380,1,38
chrysler,large,20,28,2,a2,6,3.3,153,5300,1990,0,18,6,203,113,74,40,31,15,3515,1,18.4
chrysler,compact,23,28,2,a2,4,3,141,5000,2090,0,16,6,183,104,68,41,30.5,14,3085,1,15.8
chrysler,large,20,26,1,a2,6,3.3,147,4800,1785,0,16,6,203,110,69,44,36,17,3570,1,29.5
dodge,small,29,33,0,a2,4,1.5,92,6000,3285,1,13.2,5,174,98,66,32,26.5,11,2270,1,9.2
dodge,small,23,29,1,a2,4,2.2,93,4800,2595,1,14,5,172,97,67,38,26.5,13,2670,1,11.3
dodge,compact,22,27,1,a2,4,2.5,100,4800,2535,1,16,6,181,104,68,39,30.5,14,2970,1,13.3
dodge,van,17,21,1,a3,6,3,142,5000,1970,0,20,7,175,112,72,42,26.5,NaN,3705,1,19
dodge,midsize,21,27,1,a2,4,2.5,100,4800,2465,0,16,6,192,105,69,42,30.5,16,3080,1,15.6
dodge,sporty,18,24,1,a3,6,3,300,6000,2120,1,19.8,4,180,97,72,40,20,11,3805,1,25.8
eagle,small,29,33,0,a2,4,1.5,92,6000,2505,1,13.2,5,174,98,66,36,26.5,11,2295,1,12.2
eagle,large,20,28,2,a2,6,3.5,214,5800,1980,0,18,6,202,113,74,40,30,15,3490,1,19.3
ford,small,31,33,0,a2,4,1.3,63,5000,3150,1,10,4,141,90,63,33,26,12,1845,1,7.4
ford,small,23,30,0,a2,4,1.8,127,6500,2410,1,13.2,5,171,98,67,36,28,12,2530,1,10.1
ford,compact,22,27,0,a2,4,2.3,96,4200,2805,1,15.9,5,177,100,68,39,27.5,13,2690,1,11.3
ford,sporty,22,29,1,a1,4,2.3,105,4600,2285,1,15.4,4,180,101,68,40,24,12,2850,1,15.9
ford,sporty,24,30,1,a2,4,2,115,5500,2340,1,15.5,4,179,103,70,38,23,18,2710,1,14
ford,van,15,20,1,a3,6,3,145,4800,2080,1,21,7,176,119,72,45,30,NaN,3735,1,19.9
ford,midsize,21,30,1,a2,6,3,140,4800,1885,0,16,5,192,106,71,40,27.5,18,3325,1,20.2
ford,large,18,26,1,a1,8,4.6,190,4200,1415,0,20,6,212,114,78,43,30,21,3950,1,20.9
geo,small,46,50,0,a2,3,1,55,5700,3755,1,10.6,4,151,93,63,34,27.5,10,1695,0,8.4
geo,sporty,30,36,1,a2,4,1.6,90,5400,3250,1,12.4,4,164,97,67,37,24.5,11,2475,0,12.5
honda,sporty,24,31,2,a2,4,2.3,160,5800,2855,1,15.9,4,175,100,70,39,23.5,8,2865,0,19.8
honda,small,42,46,1,a2,4,1.5,102,5900,2650,1,11.9,4,173,103,67,36,28,12,2350,0,12.1
honda,compact,24,31,2,a2,4,2.2,140,5600,2610,1,17,4,185,107,67,41,28,14,3040,0,17.5
hyundai,small,29,33,0,a2,4,1.5,81,5500,2710,1,11.9,5,168,94,63,35,26,11,2345,0,8
hyundai,small,22,29,0,a2,4,1.8,124,6000,2745,1,13.7,5,172,98,66,36,28,12,2620,0,10
hyundai,sporty,26,34,0,a2,4,1.5,92,5550,2540,1,11.9,4,166,94,64,34,23.5,9,2285,0,10
hyundai,midsize,20,27,0,a2,4,2,128,6000,2335,1,17.2,5,184,104,69,41,31,14,2885,0,13.9
infiniti,midsize,17,22,1,a1,8,4.5,278,6000,1955,0,22.5,5,200,113,72,42,29,15,4000,0,47.9
lexus,midsize,18,24,1,a2,6,3,185,5200,2325,1,18.5,5,188,103,70,40,27.5,14,3510,0,28
lexus,midsize,18,23,2,a1,6,3,225,6000,2510,1,20.6,4,191,106,71,39,25,9,3515,0,35.2
lincoln,midsize,17,26,2,a2,6,3.8,160,4400,1835,0,18.4,6,205,109,73,42,30,19,3695,1,34.3
lincoln,large,18,26,2,a1,8,4.6,210,4600,1840,0,20,6,219,117,77,45,31.5,22,4055,1,36.1
mazda,small,29,37,0,a2,4,1.6,82,5000,2370,1,13.2,4,164,97,66,34,27,16,2325,0,8.3
mazda,small,28,36,0,a2,4,1.8,103,5500,2220,1,14.5,5,172,98,66,36,26.5,13,2440,0,11.6
mazda,compact,26,34,1,a2,4,2.5,164,5600,2505,1,15.5,5,184,103,69,40,29.5,14,2970,0,16.5
mazda,van,18,24,0,a3,6,3,155,5000,2240,0,19.6,7,190,110,72,39,27.5,NaN,3735,0,19.1
mazda,sporty,17,25,1,a1,NaN,1.3,255,6500,2325,1,20,2,169,96,69,37,NaN,NaN,2895,0,32.5
mercedes-benz,compact,20,29,1,a1,4,2.3,130,5100,2425,1,14.5,5,175,105,67,34,26,12,2920,0,31.9
mercedes-benz,midsize,19,25,2,a1,6,3.2,217,5500,2220,0,18.5,5,187,110,69,37,27,15,3525,0,61.9
mercury,sporty,23,26,1,a2,4,1.6,100,5750,2475,1,11.1,4,166,95,65,36,19,6,2450,1,14.1
mercury,midsize,19,26,0,a1,6,3.8,140,3800,1730,0,18,5,199,113,73,38,28,15,3610,1,14.9
mitsubishi,small,29,33,0,a2,4,1.5,92,6000,2505,1,13.2,5,172,98,67,36,26,11,2295,0,10.3
mitsubishi,midsize,18,24,1,a2,6,3,202,6000,2210,0,19,5,190,107,70,43,27.5,14,3730,0,26.1
nissan,small,29,33,1,a2,4,1.6,110,6000,2435,1,13.2,5,170,96,66,33,26,12,2545,0,11.8
nissan,compact,24,30,1,a2,4,2.4,150,5600,2130,1,15.9,5,181,103,67,40,28.5,14,3050,0,15.7
nissan,van,17,23,0,a2,6,3,151,4800,2065,0,20,7,190,112,74,41,27,NaN,4100,0,19.1
nissan,midsize,21,26,1,a2,6,3,160,5200,2045,0,18.5,5,188,104,69,41,28.5,14,3200,0,21.5
oldsmobile,compact,24,31,0,a2,4,2.3,155,6000,2380,0,15.2,5,188,103,67,39,28,14,2910,1,13.5
oldsmobile,midsize,23,31,1,a2,4,2.2,110,5200,2565,0,16.5,5,190,105,70,42,28,16,2890,1,16.3
oldsmobile,van,18,23,0,a2,6,3.8,170,4800,1690,0,20,7,194,110,74,44,30.5,NaN,3715,1,19.5
oldsmobile,large,19,28,1,a2,6,3.8,170,4800,1570,0,18,6,201,111,74,42,31.5,17,3470,1,20.7
plymouth,sporty,23,30,0,a3,4,1.8,92,5000,2360,1,15.9,4,173,97,67,39,24.5,8,2640,1,14.4
pontiac,small,31,41,0,a2,4,1.6,74,5600,3130,1,13.2,4,177,99,66,35,25.5,17,2350,1,9
pontiac,compact,23,31,0,a2,4,2,110,5200,2665,1,15.2,5,181,101,66,39,25,13,2575,1,11.1
pontiac,sporty,19,28,2,a1,6,3.4,160,4600,1805,1,15.5,4,196,101,75,43,25,13,3240,1,17.7
pontiac,midsize,19,27,0,a2,6,3.4,200,5000,1890,1,16.5,5,195,108,72,41,28.5,16,3450,1,18.5
pontiac,large,19,28,2,a2,6,3.8,170,4800,1565,0,18,6,177,111,74,43,30.5,18,3495,1,24.4
saab,compact,20,26,1,a2,4,2.1,140,6000,2910,1,18,5,184,99,67,37,26.5,14,2775,0,28.7
saturn,small,28,38,1,a2,4,1.9,85,5000,2145,1,12.8,5,176,102,68,40,26.5,12,2495,1,11.1
subaru,small,33,37,0,a3,3,1.2,73,5600,2875,1,9.2,4,146,90,60,32,23.5,10,2045,0,8.4
