aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,ac2,3.893
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,alloc80,5.45
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,backprop,1.791
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,bayes,1.557
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,bayestree,3.114
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,c4_5,1.868
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,cart,1.09
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,cal5,0
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,cascade,67.655
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,castle,1.324
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,cn2,5.683
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,default,24.057
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,dipol92,0.779
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,discrim,0.779
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,itrule,0.467
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,indcart,1.635
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,knn,3.893
aust_credit,690,690,14,2,4,0,1.2623,0.1024,0.7713,NaN,1,NaN,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,kohonen,67.655
