a1,1951,1.3,19.8,43,0.375,296
a1,1952,2.2,17.2,43,0.375,397
a1,1953,2.5,4.3,43,0.375,360
a1,1954,1.7,0.7,47,0.375,300
a1,1955,1.4,2,38.5,0.375,326
a1,1956,1.8,6.3,38.5,0.375,352
a1,1957,2.3,2.5,38.5,0.375,195
a1,1958,2.7,1.3,36.9,0.375,133
a1,1959,2.6,1.8,36.9,0.375,109
a1,1960,2.5,3.8,36.9,0.375,208
a1,1961,2.5,2.5,49.2,0.375,173
a1,1962,2.6,-0.3,49.2,0.375,142
a1,1963,2.1,0.5,41,0.375,158
a1,1964,1.6,2.4,41,0.375,243
a1,1965,1.5,4,41,0.375,211
a1,1966,1.7,3,33.1,0.375,183
a1,1967,1.9,3.2,33.1,0.375,168
a1,1968,1.8,2.7,33.1,0.375,249
a1,1969,1.8,2.9,47.2,0.375,439
a1,1970,1.6,3.9,47.2,0.375,515
a1,1971,1.9,6.1,47.2,0.375,645
a1,1972,2.6,5.9,53.6,0.375,416
a1,1973,2.3,9.5,53.6,0.375,527
a1,1974,2.6,15.1,52,0.375,1252
a1,1975,4.8,15.1,28.3,0.375,702
a1,1976,4.7,13.5,28.3,0.375,760
a1,1977,5.6,12.3,30.7,0.375,328
a1,1978,6.4,7.9,30.7,0.375,421
a1,1979,6.1,9.1,30.7,0.375,778
a1,1980,6,10.1,40.8,0.375,633
a1,1981,5.7,9.7,40.8,0.375,779
a1,1982,7,11.2,40.8,0.375,370
a1,1983,9.8,10.1,60,0.375,313
a1,1984,8.9,4,55.4,0.375,241
a1,1985,8.2,6.7,55.4,0.375,226
a2,1951,3.5,27.5,43.6,1,43
a2,1952,4.7,13.6,43.6,1,39
a2,1953,5.8,-1.6,46.7,1,20
a2,1954,4.9,4,46.7,1,26
a2,1955,3.6,0,46.7,1,28
a2,1956,3.5,3.9,46.7,1,72
a2,1957,3.3,2.8,46.7,1,21
a2,1958,3.6,2,46.7,1,22
a2,1959,3.3,1.1,47.3,1,23
a2,1960,2.5,2,47.3,1,30
a2,1961,2,3.5,47.3,1,49
a2,1962,1.9,4.4,46.1,1,277
a2,1963,2.1,2.7,46.1,1,15
a2,1964,1.9,3.9,46.1,1,15
a2,1965,1.9,4.9,46.1,1,64
a2,1966,1.8,2.2,47.9,1,30
a2,1967,1.8,4,47.9,1,7
a2,1968,2,2.8,47.9,1,3
a2,1969,1.8,3.1,47.9,1,8
a2,1970,1.5,4.4,49.1,1,11
a2,1971,1.2,4.7,49.1,1,2
a2,1972,1.1,6.4,50.8,1,6
a2,1973,1,7.5,50.8,1,61
a2,1974,1.1,9.5,50.8,1,3
a2,1975,1.7,8.5,50.8,1,2
a2,1976,1.7,7.3,50.8,1,0
a2,1977,1.6,5.5,50.8,1,0
a2,1978,1.8,3.6,50.8,1,4
a2,1979,1.7,3.7,51.9,1,0
a2,1980,1.6,6.3,51.9,1,6
a2,1981,2.1,6.8,51.9,1,1
a2,1982,3.1,5.4,51.9,1,0
a2,1983,3.8,3.3,49.2,1,0
a2,1984,3.9,5.7,49.2,1,0
a2,1985,4.1,3.2,49.2,1,8
a3,1951,4.5,9.6,39.6,0.75,242
a3,1952,5.2,0.9,39.6,0.75,356
a3,1953,5.5,-0.3,39.6,0.75,170
a3,1954,5.2,1.3,42.5,0.75,182
a3,1955,4,-0.5,42.5,0.75,403
a3,1956,2.9,2.8,42.5,0.75,372
a3,1957,2.4,3.2,42.5,0.75,1453
a3,1958,3.4,1.3,40.6,0.75,114
a3,1959,4.1,1.2,40.6,0.75,383
a3,1960,3.4,0.3,40.6,0.75,129
a3,1961,2.7,1,42,0.75,35
a3,1962,2.1,1.4,42,0.75,100
a3,1963,1.7,2.2,42,0.75,90
a3,1964,1.5,4.2,42,0.75,157
a3,1965,1.7,4.1,33,0.75,25
a3,1966,1.8,4.2,33,0.75,189
a3,1967,2.5,2.9,33,0.75,64
a3,1968,2.9,2.7,30.2,0.75,129
a3,1969,2.3,3.8,30.2,0.75,56
a3,1970,1.9,3.9,30.2,0.75,483
a3,1971,1.8,4.3,30.2,0.75,410
a3,1972,2.3,5.5,31.1,0.75,117
a3,1973,2.3,7,31.1,0.75,282
a3,1974,2.4,12.7,29.7,0.75,184
a3,1975,4.4,12.8,29.7,0.75,196
a3,1976,5.8,9.2,29.7,0.75,291
a3,1977,6.6,7.1,30.2,0.75,216
a3,1978,7.1,4.5,30.2,0.75,325
a3,1979,7.3,4.5,29.3,0.75,197
a3,1980,7.7,6.7,29.3,0.75,69
a4,1951,2.4,10.4,78.7,0,242
a4,1952,2.9,2.5,78.7,0,5918
a4,1953,2.9,-0.9,73.5,0,335
a4,1954,4.5,0.6,73.5,0,372
a4,1955,4.3,0.2,73.5,0,454
a4,1956,3.3,1.4,73.5,0,284
a4,1957,4.5,3.2,49,0,325
a4,1958,6.9,2.6,21.5,0,618
a4,1959,5.9,1.1,21.5,0,470
a4,1960,6.9,1.3,21.5,0,153
a4,1961,7.1,0.9,21.5,0,28
a4,1962,5.4,1.2,44.9,0,279
a4,1963,5.1,1.8,55.1,0,175
a4,1964,4.3,1.8,55.1,0,289
a4,1965,3.6,2.5,57.3,0,408
a4,1966,3.3,3.7,57.3,0,849
a4,1967,3.8,3.6,57.3,0,612
a4,1968,4.4,4.1,67,0,762
a4,1969,4.4,4.5,67,0,1125
a4,1970,5.6,3.4,67,0,934
a4,1971,6.1,2.8,67,0,399
a4,1972,6.2,4.8,53,0,1041
a4,1973,5.5,7.6,53,0,732
a4,1974,5.3,10.9,59,0,1121
a4,1975,6.9,10.8,59,0,1303
a4,1976,7.1,7.5,59,0,1359
a4,1977,8,8,59,0,381
a4,1978,8.3,8.9,59,0,826
a4,1979,7.4,9.1,49.6,0,841
a4,1980,7.4,10.2,63.4,0,930
a4,1981,7.5,12.5,63.4,0,894
a4,1982,10.9,10.8,63.4,0,605
a4,1983,11.8,5.8,63.4,0,462
a4,1984,11.2,4.3,24.8,0,393
a4,1985,10.4,4,24.8,0,315
a5,1951,9.7,10.5,44.6,0.5,3
a5,1952,12.5,3.8,44.6,0.5,3
a5,1953,9.2,0.9,45.6,0.5,2
a5,1954,9,0,46.9,0.5,17
a5,1955,9.7,5.5,46.9,0.5,7
a5,1956,11.1,6,46.9,0.5,789
a5,1957,9.9,2.7,43.4,0.5,5
a5,1958,9.2,0.7,43.4,0.5,6
a5,1959,5.9,1.7,43.4,0.5,12
a5,1960,4.2,1.3,43.4,0.5,41
a5,1961,3.3,3.5,49.7,0.5,1486
a5,1962,1.8,7.4,49.7,0.5,9
a5,1963,2,6.1,49.7,0.5,15
a5,1964,1.4,3.1,49.7,0.5,11
a5,1965,1.2,5.5,49.1,0.5,143
a5,1966,1.4,7.1,50.9,0.5,9
a5,1967,1.2,8.2,50.9,0.5,6
a5,1968,1.2,8,44,0.5,19
a5,1969,1.1,3.5,44,0.5,31
a5,1970,0.7,6.5,44,0.5,56
a5,1971,1.1,5.9,44,0.5,11
a5,1972,0.9,6.6,49.7,0.5,11
a5,1973,0.9,9.3,49.7,0.5,2001
a5,1974,3.5,15.3,36,0.5,94
a5,1975,4.9,9.6,41.7,0.5,52
a5,1976,6.3,9,41.7,0.5,107
a5,1977,7.3,11.1,48,0.5,115
a5,1978,8.3,10,48,0.5,64
a5,1979,6,9.6,48,0.5,84
a5,1980,6.5,12.3,48.6,0.5,90
a5,1981,10.3,11.7,48.6,0.5,319
a5,1982,11,10.1,48,0.5,45
a5,1983,11.4,6.9,48,0.5,38
a5,1984,8.5,6.3,46.9,0.5,62
a5,1985,7.3,4.7,46.9,0.5,1056
a6,1951,0.1,16.3,26.5,0.75,288
a6,1952,0.1,1,26.5,0.75,47
a6,1953,0.3,2,26.5,0.75,54
a6,1954,0.1,0,27,0.75,96
a6,1955,0.1,-2.9,27,0.75,281
a6,1956,0.1,11,27,0.75,5568
a6,1957,0.3,11.3,27,0.75,174
a6,1958,0.4,6.6,27,0.75,35
a6,1959,2.3,1.5,25.5,0.75,323
a6,1960,1.5,3.2,25.5,0.75,71
a6,1961,1.2,1.8,25.5,0.75,30
a6,1962,1.3,4.5,20,0.75,23
a6,1963,1.5,4.9,20,0.75,961
a6,1964,1.5,10.4,20,0.75,39
a6,1965,1.4,4.8,20,0.75,11
a6,1966,1.5,3.9,31,0.75,80
a6,1967,2.9,5.6,31,0.75,211
a6,1968,3.8,9.2,31,0.75,186
