6.9402,4.7322,a
-3.8934,-3.064,4
-6.0247,-8.6471,1
5.4965,-4.5469,4
-1.7656,4.9245,3
9.0806,-7.7347,1
11.151,1.5249,2
-3.295,-6.1675,3
7.4744,2.6928,4
7.6625,-0.49111,4
-3.3139,-0.88593,1
-4.6431,1.0777,4
1.0388,-6.2892,4
1.9931,-3.4465,2
-10.598,2.4813,4
-3.5244,-0.39326,1
1.6556,-3.2471,2
0.46747,2.7711,4
-1.5404,2.8764,4
-1.4669,-5.8987,4
0.54666,4.7718,3
7.3396,-8.9918,1
-1.7664,-5.5672,4
0.012054,3.0605,4
-5.0749,9.9754,3
-2.8337,-11.875,4
-5.9021,1.2398,3
-1.7351,-1.5048,2
2.6394,2.9641,3
4.9952,-3.1025,1
0.21197,-7.9053,3
-2.8194,-3.4897,1
-7.994,-0.95358,2
-9.4871,1.9092,1
-3.0855,-1.3898,1
1.7572,1.7639,4
1.2106,4.1952,3
4.8356,-0.12227,2
-2.2295,-5.6291,4
5.2547,3.5251,1
-1.5144,-0.67324,2
2.8664,-2.301,2
-7.7188,6.918,4
1.6595,-0.39351,4
7.9312,-8.5495,1
0.21711,-9.6479,2
-2.4435,6.3328,2
-1.2022,-7.3306,3
3.1661,2.1797,3
0.14703,-6.1175,4
5.1837,11.395,2
-3.6951,-6.3148,3
-5.4693,-5.0389,3
-3.0694,-1.8279,1
6.3379,2.4698,1
-7.6646,-2.9212,2
4.5032,7.0312,4
3.4677,4.0466,2
-2.7664,4.6411,3
12.294,-1.72,1
1.1464,-0.15489,4
10.757,2.6622,2
-6.2525,9.8013,3
7.0519,7.0347,3
2.0071,1.2892,4
-2.9997,2.4431,4
-0.88338,5.2574,3
-7.2669,4.5843,1
-2.2246,1.4014,1
-0.74112,-8.931,2
1.6175,1.2659,4
-6.3934,-5.4689,2
2.8576,-6.1882,4
-8.5367,-5.6668,1
1.4372,9.2343,4
10.193,5.0144,2
3.5017,-10.963,1
5.0059,0.77021,2
8.5818,-3.063,3
0.5003,-3.3941,2
-1.4221,0.31435,2
-1.6891,9.2058,4
-6.1188,-3.3448,3
-6.1591,-1.6898,3
-10.093,-5.1113,4
-7.9368,-1.6086,2
7.73,2.3082,4
-10.891,0.59903,4
8.1443,-6.5723,2
-1.4467,-7.7992,3
-3.0652,0.079234,1
-3.1085,-2.2834,1
-2.8578,10.823,3
1.3495,-0.32902,4
2.5336,-6.2849,4
-2.7329,0.55195,1
-12.014,3.024,3
-1.6955,-9.2393,2
5.9599,3.2983,1
-1.1343,6.7871,2
-0.18218,1.5266,1
4.4512,7.4793,4
-1.0499,0.084198,2
0.51924,-1.9873,3
5.303,4.9443,1
1.0935,-1.7915,3
9.2075,-5.4266,2
5.3951,9.0102,3
9.4064,-0.64794,3
2.5347,-1.0962,3
-6.2419,-6.1166,2
5.3032,4.6052,1
12.323,-3.9826,1
6.5273,4.9878,4
-6.5938,-7.241,1
-0.20507,-5.9601,4
-5.5016,1.5939,3
-9.3998,4.537,4
-0.73948,1.7755,1
-1.4062,-2.0497,2
-3.1118,0.42619,1
-3.877,-4.0673,4
-4.0026,-10.035,1
-8.1871,6.9459,4
1.9886,0.25723,4
-3.2696,-4.1677,4
4.4858,4.7203,1
2.6969,5.4116,2
-5.9908,-5.5088,2
7.5958,3.2959,4
4.142,-1.4428,2
-1.8763,-6.2749,4
0.4435,1.0738,1
2.2462,12.048,2
-2.9279,0.61814,1
-1.3999,1.8122,1
-4.4097,-2.9849,4
3.1042,0.46889,3
-5.903,-2.3627,3
1.0646,-4.8913,1
-6.1942,-9.8918,4
-6.8851,9.0695,3
-1.9406,-0.074723,2
9.3731,1.0311,3
3.3662,-2.3013,2
5.6505,-2.3393,1
3.59,6.3124,1
9.59,-7.4787,1
5.17,-2.5064,1
12.382,-2.4587,1
4.5263,-1.0391,2
-8.6086,2.8109,1
5.5837,6.3965,4
5.6839,-4.0427,4
-3.0904,-8.4602,2
-5.6412,-6.491,2
-0.24008,-2.9484,2
1.6737,2.1524,4
0.13275,12.481,2
-3.2222,0.52775,1
1.2209,-0.23952,4
-7.2304,2.7458,2
2.2471,-10.839,1
-5.5564,-6.8034,2
-3.4389,-0.21013,1
2.7193,-4.3895,1
0.28438,-6.2129,4
-2.7097,-12.566,4
2.8799,-0.99465,3
-1.0799,-10.733,1
-4.8927,7.0967,1
4.2216,3.1413,2
-0.2256,3.3772,4
5.9673,-2.043,1
5.9127,1.7777,1
-1.9468,1.8012,1
-0.29059,-8.1778,3
3.2271,1.6579,3
-3.952,4.3609,3
-7.734,0.86159,2
2.5845,2.5106,3
3.5759,-1.3177,2
2.253,-7.7326,3
-2.5499,-3.396,1
4.7173,9.5085,3
12.219,-2.4836,1
0.20045,-9.2999,2
-1.3132,4.8384,3
7.3103,-0.72181,4
-1.2862,1.6046,1
-9.9662,-5.2791,4
-11.124,-2.0108,4
8.9831,-5.3488,2
2.8583,-2.3915,2
-7.8705,-0.16186,2
-1.0359,0.33231,2
-5.3742,2.0504,3
0.46021,4.8111,3
0.7831,2.7883,4
0.2339,3.1586,4
