0.28859,0.90938,-0.49537,-0.096221,0.17528,-1.0244,-0.8303,-1.4548,-1.6964,-0.40313,-0.14591,0.62624,2.0046,1.6315,-0.16407,1.939,9
-1.122,0.25646,-0.49537,0.87133,-0.25421,0.36367,-0.73251,0.013058,-1.251,-0.69448,-0.65765,-1.3015,0.6328,-1.0174,1.2807,-0.63016,3
-1.122,-1.643,-0.34301,-0.75823,0.60478,0.9116,1.5819,1.8071,0.56031,1.4907,-0.30751,0.5535,-1.1815,-0.32512,-0.74198,-0.79772,2
-1.122,0.90938,-1.2572,0.46394,-1.3136,0.10796,-1.0585,0.013058,0.85723,-0.0025174,1.0392,0.33527,0.85406,-0.38532,0.48608,-0.79772,5
-1.122,-1.0494,0.34259,0.0056265,1.4065,1.2769,0.96252,1.1547,0.085219,0.94438,-0.57685,0.15341,-0.96024,-0.47562,0.0044856,-0.79772,2
1.8792,0.90938,1.8281,0.8204,-0.053781,0.32714,-1.1237,0.078295,-1.6964,-0.65806,-0.65765,-1.3015,0.80981,-0.59602,-0.64566,-0.2392,7
-1.122,0.90938,-1.4095,-0.55453,-0.71234,-1.0975,1.0929,-0.31313,1.2729,1.345,0.31196,2.2266,0.4558,0.39731,0.462,-0.79772,5
-1.122,-2.7114,-1.4476,-1.0638,-1.1418,-2.1934,0.37578,-1.4548,1.2729,0.32525,0.7429,2.2993,-0.82749,1.9325,-1.1273,0.79407,1
-0.73183,0.25646,-1.0667,-1.6749,0.60478,-0.98791,0.1476,-1.4548,-1.5776,-0.62164,-1.6542,0.91721,-1.0045,1.7519,1.2807,1.9949,6
0.58871,0.90938,-0.68582,-0.55453,-1.4568,-1.2436,-0.86289,-1.4548,0.53061,-0.76732,1.0392,0.51713,0.89831,1.5412,-0.50118,1.576,1
1.0989,0.13775,-0.34301,0.87133,-1.4568,0.14449,0.34318,0.63281,1.2729,1.6363,1.0392,0.080669,1.2966,-1.0776,-0.69382,-0.7698,10
0.3186,0.67196,0.83775,-0.911,1.0629,-1.3897,-0.99328,-1.4548,-1.0728,-0.038936,0.47356,1.1354,2.0046,1.9325,-1.1273,1.576,9
1.8792,0.90938,1.2186,0.8204,-0.42601,0.47325,-0.56952,0.30662,0.64938,0.47093,0.069559,-0.82862,-1.5798,-1.0776,-1.1273,-0.74187,6
1.6091,-0.63389,0.53303,0.87133,-1.4568,0.80201,-0.92809,0.46972,0.70877,1.1993,1.0392,0.11704,1.0753,-0.95724,-0.62158,-0.79772,10
-1.122,0.019033,-0.076392,0.87133,0.86247,0.83854,1.1581,0.17615,0.79785,-0.80374,-0.092043,-1.3015,-0.075216,-0.41542,1.2807,-0.12749,8
-0.071558,-0.51518,0.6473,0.87133,1.4065,0.98466,0.53876,0.69805,0.70877,0.14316,0.55436,-0.97411,-1.0045,-1.0776,-1.1273,-0.32298,4
0.37862,-0.040324,0.9901,0.87133,0.69067,0.36367,-0.015381,0.20877,1.2729,0.28884,0.95837,-0.82862,-0.25222,-1.0776,-1.1273,-0.60224,4
1.8492,-0.27775,0.87583,0.87133,-0.74097,0.4002,0.89732,0.76328,1.2729,1.0172,0.95837,-0.4649,-0.030965,-1.0776,-1.1273,-0.3509,10
-0.40169,-1.1087,0.11405,0.87133,0.23255,-0.0016232,-0.56952,-0.54146,-1.6964,-1.2043,-1.2233,-0.90136,0.14604,-1.0776,1.2807,-0.7698,3
-1.122,-0.69325,-0.80008,0.8204,0.60478,1.2769,0.60396,0.92638,-0.74618,0.50735,-1.5195,-0.64676,-0.38497,-1.0776,1.2807,-0.79772,3
-0.76184,-0.45582,-0.76199,-1.0638,0.77657,-0.91485,-0.047977,-1.4548,-1.6667,-0.62164,-1.6542,1.0263,-1.4028,1.8723,1.2807,1.9949,6
-1.122,-2.2959,0.34259,-0.96192,0.77657,0.80201,1.5819,1.8071,1.0057,1.4907,0.63517,0.48076,0.89831,-0.35522,1.0158,-0.79772,2
-0.82186,0.07839,-0.22875,-0.86007,0.49024,-1.134,-0.56952,-1.4548,-1.5776,-0.29387,-1.6542,1.2082,-0.91599,1.782,1.2807,1.9949,6
1.0689,-1.3462,0.49494,0.87133,-1.4568,0.25408,0.99511,-0.18265,1.2729,-1.2408,-1.2502,-0.79225,-0.11947,0.63812,1.0399,1.8273,9
