-2.7325,9.6106,3
-1.1191,-0.46093,2
8.4934,-0.081869,3
0.87535,10.235,3
-8.9356,2.2644,1
10.311,-0.55924,2
-4.3624,1.3886,3
1.209,-4.5126,1
-9.0915,-1.6151,1
-6.0866,2.7791,2
0.51065,1.4977,1
-5.333,3.8565,2
3.9448,3.4617,2
6.5357,9.4577,2
-1.6281,-8.6086,2
-3.372,9.5509,3
-2.5817,11.934,2
1.0122,5.7755,2
-10.921,-6.0194,3
-3.7748,-4.7233,3
4.0664,0.53596,2
6.6428,-0.77292,1
-1.2791,0.04129,2
-4.2495,3.2662,3
-3.5378,3.3168,3
4.0279,0.57618,2
0.93542,-0.68849,3
-2.2011,6.0935,2
-5.5298,-9.5698,1
-5.4148,-8.0959,1
3.3553,-8.5908,2
-4.4467,2.0566,3
-3.3978,-0.68226,1
1.0148,10.26,3
-4.3068,4.8492,2
1.8826,2.6091,3
-9.5158,-1.7054,1
-2.1726,11.708,2
-0.97136,-6.0606,3
3.1815,-2.0202,2
-7.8494,4.1231,1
-3.5489,2.7361,3
4.4815,2.6801,2
3.1183,-4.44,1
9.4805,-3.0651,2
1.4855,-2.3143,2
-1.0616,5.7341,2
-0.42804,-4.4932,1
-0.86025,-1.7878,2
0.1313,-4.2268,1
-7.8135,-2.0753,2
-3.2081,2.6324,3
-0.93128,-4.7462,1
-8.9682,1.5746,1
-3.5679,7.2502,1
-3.0984,1.7475,1
0.54799,-2.5458,2
-3.7679,5.7551,2
-0.51843,12.329,2
-3.9825,12.106,2
5.6386,2.8663,1
4.4127,6.1387,1
1.4091,-0.7008,3
9.2043,-4.0287,2
-2.6716,0.94691,1
-2.905,-9.881,1
-5.062,-5.8074,2
1.0085,11.987,2
10.153,-1.5186,2
4.9531,4.1941,1
3.3825,3.8234,2
9.7469,5.8165,2
4.208,-3.0676,1
-10.939,2.776,3
-1.202,3.735,3
-3.5416,-5.3934,3
0.092976,6.2321,2
10.371,3.225,2
-11.403,-1.6968,3
1.2517,-0.42155,3
-4.8939,-1.8497,3
7.2862,-8.9483,1
-1.3665,-0.29207,2
2.5804,4.0279,2
-3.0312,-2.528,1
1.7817,-2.1826,2
-3.3693,5.1719,2
4.0082,-0.79545,2
0.52918,-2.8056,2
1.9052,-4.7959,1
4.9846,5.354,1
0.56762,-4.5124,1
-7.2108,0.93079,2
3.6426,-1.7883,2
-1.8807,8.7539,1
6.9519,-8.7528,1
1.6226,-2.8038,2
-6.6332,5.7455,1
1.147,-11.382,1
2.2902,1.6418,3
-5.3092,-3.4635,3
-2.2874,-3.4685,1
-4.1311,2.1493,3
3.2324,3.6818,2
2.4478,-10.2,1
5.2517,-10.491,1
4.3479,0.93498,2
-4.1717,2.9369,3
2.0348,5.7795,2
10.521,3.593,2
3.0203,10.684,2
8.3197,0.89019,3
10.205,-0.59093,2
-1.4406,-2.0493,2
2.0657,2.7555,3
-11.102,2.8012,3
1.1631,-4.4803,1
10.601,-6.0715,1
-2.8964,7.6994,1
-1.9432,1.728,1
0.39695,1.3559,1
2.6829,-8.9796,2
2.2126,1.663,3
-9.018,-3.259,1
-1.0772,-4.6118,1
4.709,-2.3301,1
-7.02,1.148,2
0.9514,-11.454,1
2.5469,-4.5995,1
3.7767,2.4785,2
-6.5914,0.38474,2
-2.167,8.0855,1
4.0654,6.8094,1
-1.9257,5.3614,2
8.2753,-2.7477,3
-8.0438,3.1295,1
8.4196,1.828,3
-4.0805,2.51,3
-8.8666,-4.3259,1
-5.1108,-8.8676,1
8.969,-5.1315,2
-11.353,-2.7525,3
7.9265,-1.0065,3
3.4261,-1.3404,2
0.54431,-2.3459,2
-0.0053474,1.3484,1
-0.15657,3.7869,3
0.854,10.264,3
9.1735,0.94154,3
0.47025,0.90007,1
1.3315,2.1324,3
6.1647,1.0361,1
-9.2068,-3.6732,1
-3.1599,10.003,3
10.531,3.3215,2
-1.6646,-3.9667,1
1.1727,-1.0703,3
6.1767,0.088263,1
-5.0339,-2.0562,3
-2.5169,3.6138,3
-6.7672,1.9031,2
-2.9729,3.2729,3
0.44237,-2.7655,2
-0.43715,-4.2609,1
7.9499,-8.0155,1
-8.6981,-4.1201,1
-1.477,1.8949,1
-2.5088,-3.254,1
6.6838,-3.5424,3
-2.9242,-6.3996,3
-3.7516,-4.6223,3
2.8465,-2.1604,2
10.621,2.0636,2
-2.9016,10.362,3
0.33613,-0.33767,3
-7.4819,1.2477,2
8.4123,-5.7505,2
7.4635,-2.8375,3
0.27737,8.0175,1
4.0069,-0.77504,2
-2.3589,-10.281,1
9.0241,-5.8169,2
-1.4739,-0.11196,2
-5.2871,0.34658,3
2.2483,-9.0361,2
-0.21491,3.4704,3
-10.624,2.5999,3
9.323,-3.4911,2
0.082064,12.229,2
-0.013163,5.9968,2
-0.46598,3.4774,3
-11.205,-2.5764,3
8.2829,2.0278,3
2.0961,-0.47353,3
7.6821,-5.7488,2
-6.0952,1.934,2
-4.6787,-9.5278,1
4.9196,-8.6899,2
-4.6552,-0.25634,3
-1.8171,-0.54411,2
-4.8674,-2.493,3
-4.1978,-4.278,3
3.0551,-1.7497,2
-3.2276,0.19822,1
-2.3378,10.096,3
-2.0572,3.6462,3
4.4939,1.0579,2
1.6559,6.906,1
-2.0939,-10.842,1
1.5857,6.9331,1
4.2525,1.6855,2
-0.64338,-6.2258,3
0.88492,-2.3953,2
4.1869,2.8503,2
1.8711,-2.674,2
1.2231,-4.8622,1
-0.57468,7.6016,1
-5.6394,-1.0647,3
2.0316,-11.221,1
-2.0828,-2.917,1
1.302,-3.2794,2
-4.9872,-1.0159,3
-1.0552,-4.7595,1
2.0439,1.1248,3
-5.4014,-2.7301,3
8.844,6.857,2
-4.1217,-4.4863,3
5.8527,-1.5328,1
4.8178,-6.3782,3
-0.76564,9.6465,3
1.4562,-0.60294,3
1.2591,11.952,2
-5.9978,11.189,2
4.2879,0.060586,2
0.048621,-8.6794,2
-7.293,-1.0347,2
0.87489,-5.3987,1
8.8027,1.3449,3
2.1455,-2.2967,2
-10.618,2.335,3
-0.20252,-2.172,2
6.6318,0.22096,1
9.1022,-8.2765,1
1.7811,9.8874,3
-2.0474,5.2968,2
0.90039,3.1912,3
0.43899,0.74854,1
-3.9459,5.5303,2
-9.0418,-0.34505,1
3.5719,-4.2738,1
0.95594,12.006,2
5.8774,-10.16,1
-10.326,-6.318,3
-8.9333,-1.7853,1
-3.2298,-2.151,1
4.2073,0.14253,2
0.19764,-2.7952,2
9.6162,4.3706,2
