1.6505,1.3707,1.2404,0.61222,1.0915,0.8111,0.41054,-0.186,1.1141,0.8272,0.18148,0.031091,2.3159,1.8552,2.0128,1.0822,1.6869,1.2521,1.1216,0.12644,1.12,0.86995,0.29885,-0.078196,2.3996,1.8593,2.0764,1.1294,1.4016,1.6469,1.7215,0.91679,1.1315,1.0477,0.8367,0.23371,3
1.0643,0.79854,0.40054,-0.19021,1.0915,0.8111,0.16995,0.027763,0.81774,0.8272,0.18148,-0.18121,1.6568,1.2407,1.1139,0.12479,1.0969,0.8576,0.2845,-0.085851,1.12,0.69469,0.29885,-0.23674,1.3737,1.6397,1.7171,0.91759,1.106,1.0332,0.82537,0.23033,1.1315,0.69625,0.29645,-0.18972,3
1.0643,0.79854,0.16059,0.023774,0.79635,0.8111,0.16995,-0.186,1.1141,0.47649,0.18148,-0.18121,1.071,0.8457,0.2749,-0.087973,1.0969,0.68227,0.2845,-0.24507,1.12,0.69469,0.29885,-0.078196,1.0806,1.0247,0.8189,0.22911,1.106,0.68242,0.28772,-0.19211,1.1315,0.69625,0.29645,-0.18972,3
0.77125,0.79854,0.16059,-0.19021,1.0915,0.46036,0.16995,-0.186,0.81774,0.47649,-0.058403,-0.34044,1.071,0.67014,0.2749,-0.24755,1.0969,0.68227,0.2845,-0.085851,0.52585,0.69469,0.29885,-0.078196,1.0806,0.67334,0.27996,-0.19457,1.106,0.68242,0.28772,-0.19211,1.1315,0.87199,0.29645,-0.18972,3
1.0643,0.44646,0.16059,-0.19021,0.79635,0.46036,-0.070645,-0.34633,0.81774,0.8272,0.18148,-0.18121,1.071,0.67014,0.2749,-0.087973,0.50689,0.68227,0.2845,-0.085851,0.52585,0.69469,0.53811,0.1332,1.0806,0.67334,0.27996,-0.19457,1.106,0.85779,0.28772,-0.19211,0.75936,1.0477,0.59659,0.23371,3
0.77125,0.44646,-0.079356,-0.35069,0.79635,0.8111,0.16995,-0.186,0.52137,0.8272,0.18148,-0.18121,0.48516,0.67014,0.2749,-0.087973,0.50689,0.68227,0.52366,0.12644,0.52585,0.86995,1.1363,0.29175,1.0806,0.84903,0.27996,-0.19457,0.73652,1.0332,0.58642,0.23033,0.75936,1.0477,0.59659,0.23371,3
0.47817,0.79854,0.40054,0.023774,0.50116,0.8111,0.41054,0.24153,0.81774,0.65184,0.42137,-0.18121,0.77808,1.0213,1.1139,0.28437,0.80188,1.2521,1.1216,0.28566,0.82293,1.0452,0.83719,0.1332,0.71416,1.0247,0.8189,0.22911,0.73652,0.85779,0.28772,0.01911,0.75936,0.87199,0.29645,-0.18972,3
0.47817,0.79854,0.40054,0.23775,0.79635,0.63573,0.41054,-0.186,0.52137,0.47649,0.18148,-0.34044,0.77808,1.2407,1.1139,0.28437,0.80188,1.0329,0.82263,0.12644,0.82293,0.51943,0.059587,-0.23674,0.71416,0.84903,0.27996,0.017267,0.73652,0.85779,0.28772,-0.19211,0.75936,0.5205,0.056333,-0.18972,3
0.47817,0.22642,-0.079356,-0.35069,0.50116,0.46036,-0.070645,-0.34633,0.52137,0.65184,0.18148,-0.55274,0.77808,0.49458,0.2749,-0.46031,0.50689,0.33163,0.2845,-0.45737,0.52585,0.51943,0.059587,-0.23674,0.42104,0.32194,-0.19909,-0.40641,0.44093,0.33169,-0.1902,-0.61455,0.75936,0.16901,-0.36386,-0.61315,4
0.47817,0.44646,-0.079356,-0.35069,0.50116,0.63573,0.16995,-0.56009,0.52137,0.47649,-0.53818,-0.34044,0.48516,0.31901,0.2749,-0.46031,0.50689,0.50695,0.045326,-0.24507,0.52585,0.34417,0.059587,-0.44814,0.42104,0.32194,-0.19909,-0.61825,0.73652,0.15633,-0.36941,-0.61455,0.75936,0.16901,-0.36386,-0.82486,4
0.47817,0.6225,0.16059,-0.56467,0.50116,0.46036,-0.55183,-0.34633,0.52137,0.25729,-0.29829,-0.34044,0.48516,0.49458,0.035187,-0.24755,0.50689,0.33163,0.045326,-0.45737,0.52585,0.16891,0.059587,-0.44814,0.71416,0.14624,-0.37873,-0.61825,0.73652,0.15633,-0.36941,-0.82577,0.46166,0.16901,-0.18378,-0.61315,4
0.18508,0.44646,-0.55925,-0.56467,0.20598,0.24116,-0.31124,-0.34633,0.22499,0.25729,-0.058403,-0.34044,0.48516,0.14345,-0.50417,-0.46031,0.50689,0.15631,-0.4928,-0.82888,0.15449,0.16891,-0.71802,-0.65954,0.42104,0.32194,-0.19909,-0.61825,0.44093,0.15633,-0.36941,-0.82577,0.16395,0.16901,-0.60398,-0.82486,4
0.18508,0.22642,-0.3193,-0.35069,0.20598,0.24116,-0.070645,-0.34633,0.52137,0.47649,-0.058403,-0.34044,0.48516,0.14345,-0.50417,-0.83265,0.13815,0.15631,-0.73197,-0.66966,0.15449,-0.0063524,-0.71802,-0.81809,0.42104,0.14624,-0.37873,-0.83009,0.14534,0.15633,-0.60837,-0.82577,0.16395,-0.18248,-1.0842,-1.0895,4
0.47817,0.44646,-0.079356,-0.35069,0.20598,0.065788,-0.55183,-0.56009,-0.071388,0.081935,-0.29829,-0.55274,0.11902,-0.032114,-0.74388,-0.83265,-0.083093,-0.019015,-0.73197,-0.82888,-0.068327,-0.0063524,-0.71802,-0.81809,0.12792,-0.20515,-1.0973,-1.0949,0.14534,-0.1944,-0.84733,-1.0898,-0.13375,-0.35823,-0.84409,-1.0895,4
-0.108,0.05038,-0.7992,-0.77865,-0.089204,0.24116,-0.79242,-0.56009,-0.071388,0.081935,-0.53818,-0.34044,0.11902,-0.032114,-0.74388,-0.83265,-0.083093,-0.019015,-0.73197,-0.82888,-0.068327,-0.0063524,-0.71802,-0.81809,0.12792,-0.20515,-0.85778,-1.0949,0.14534,-0.36977,-1.0863,-0.82577,0.16395,-0.35823,-1.0842,-1.0895,4
-0.108,0.22642,-0.7992,-0.56467,-0.089204,0.065788,-0.55183,-0.34633,-0.071388,0.47649,-0.29829,-0.18121,-0.10067,-0.032114,-0.74388,-0.83265,-0.083093,-0.019015,-0.73197,-0.82888,0.15449,-0.0063524,-0.71802,-0.65954,0.12792,-0.38085,-1.0973,-0.83009,0.14534,-0.36977,-1.0863,-1.0898,-0.13375,-0.35823,-0.84409,-0.61315,4
-0.108,0.05038,-0.55925,-0.35069,-0.089204,0.46036,-0.31124,-0.186,0.52137,0.47649,0.72123,-0.18121,-0.10067,-0.032114,-0.74388,-0.83265,0.13815,-0.019015,-0.73197,-0.66966,0.52585,0.34417,-0.47876,-0.44814,0.12792,-0.38085,-1.0973,-1.0949,-0.15024,-0.36977,-0.84733,-0.61455,-0.13375,-0.35823,-0.18378,-0.18972,4
-0.108,0.44646,-0.3193,-0.19021,0.50116,0.46036,0.71128,-0.186,0.81774,0.65184,0.42137,0.031091,0.11902,-0.032114,-0.74388,-0.67308,0.50689,0.33163,-0.4928,-0.45737,0.52585,0.51943,0.29885,-0.078196,-0.1652,-0.38085,-0.85778,-0.61825,-0.15024,-0.36977,-0.1902,-0.19211,0.46166,-0.0067366,-0.18378,0.021995,4
0.77125,0.44646,0.16059,0.023774,0.79635,0.8111,0.71128,0.24153,1.1141,1.0026,0.96111,0.45569,1.071,0.8457,0.2749,0.12479,1.0969,0.8576,0.52366,0.12644,1.4171,1.0452,1.1363,0.29175,0.71416,0.67334,0.27996,0.017267,1.106,0.68242,0.82537,0.23033,1.1315,0.69625,0.59659,0.23371,3
1.3574,0.97457,0.94042,0.23775,1.3867,1.2057,0.71128,0.45529,1.4105,1.0026,0.96111,0.24339,1.3639,1.0213,1.1139,0.49713,1.3919,1.2521,0.82263,0.28566,1.4171,0.86995,0.83719,0.29175,1.3737,1.0247,0.8189,0.22911,1.4016,1.0332,0.28772,0.23033,1.4292,1.0477,0.59659,0.021995,3
1.0643,0.6225,0.70047,0.023774,0.79635,0.24116,0.95187,0.24153,1.4105,0.8272,0.42137,0.24339,1.3639,0.8457,0.51461,0.12479,1.0969,0.68227,0.52366,0.12644,1.4171,0.69469,0.29885,0.1332,1.0806,0.67334,0.57937,0.017267,1.4016,0.85779,0.58642,0.23033,1.4292,0.87199,0.59659,0.23371,3
