-0.37042,-0.37052,-0.37064,-0.37079,-0.37095,-0.37115,-0.37137,-0.3716,-0.37184,-0.37207,-0.37221,-0.37296,-0.37353,-0.37401,-0.37465,-0.37541,-0.37649,-0.37785,-0.37969,-0.38201,-0.38533,-0.38887,-0.38384,-0.37923,-0.37623,-0.37321,-0.36981,-0.36925,-0.36818,-0.36893,-0.36936,-0.37003,-0.37033,-0.37048,-0.3705,-0.37037,-0.3704,-0.37031,-0.37045,-0.37052,-0.37042,-0.37051,-0.37043,-0.37039,-0.36999,-0.3698,-0.37038,-0.37068,-0.37087,-0.37096,-0.37092,-0.37085,-0.37055,-0.3705,-0.37035,-0.37004,-0.36984,-0.36979,-0.36964,-0.36957,-0.36933,-0.36948,-0.36953,-0.36983,-0.36965,-0.36938,-0.36947,-0.36917,-0.36862,-0.36771,-0.36746,-0.36671,-0.36583,-0.36716,-0.36805,-0.36873,-0.36925,-0.36952,-0.36987,-0.36985,-0.36944,-0.36902,-0.36883,-0.36906,-0.36903,-0.369,-0.36883,-0.36852,-0.369,-0.3693,-0.3695,-0.36964,-0.36974,-0.3698,-0.36985,-0.36988,-0.3699,-0.36991,-0.36992,-0.36993,1
-0.052506,-0.049748,-0.046332,-0.0421,-0.036855,-0.030353,-0.022293,-0.012298,9.5797e-05,0.015464,0.034526,0.05554,0.081973,0.11565,0.081179,0.053499,0.030912,0.012504,-0.0023914,-0.014712,-0.024008,-0.031296,-0.036642,-0.040859,-0.04637,-0.050971,-0.054592,-0.057398,-0.059508,-0.060248,-0.060807,-0.061776,-0.062202,-0.062505,-0.062692,-0.062664,-0.062475,-0.062179,-0.062241,-0.062559,-0.062682,-0.063005,-0.063178,-0.063481,-0.062701,-0.062394,-0.062257,-0.061893,-0.061409,-0.060773,-0.059911,-0.060576,-0.060767,-0.061196,-0.062154,-0.062926,-0.062819,-0.062926,-0.062935,-0.062801,-0.062509,-0.062725,-0.062889,-0.063305,-0.063133,-0.062878,-0.063447,-0.063759,-0.064084,-0.064408,-0.063267,-0.062117,-0.061467,-0.061222,-0.060873,-0.060521,-0.0605,-0.060308,-0.06023,-0.060269,-0.060939,-0.061647,-0.061951,-0.062824,-0.063406,-0.064062,-0.064668,-0.06527,-0.065486,-0.065254,-0.065057,-0.06489,-0.06475,-0.064633,-0.064536,-0.064456,-0.06439,-0.064335,-0.06429,-0.064254,2
-0.39727,-0.39725,-0.39723,-0.39721,-0.39717,-0.39712,-0.39705,-0.39693,-0.39675,-0.39645,-0.39597,-0.39586,-0.39542,-0.39474,-0.39405,-0.39321,-0.39239,-0.39147,-0.3906,-0.38969,-0.38919,-0.38814,-0.38635,-0.38418,-0.38287,-0.38087,-0.37787,-0.37717,-0.37538,-0.37486,-0.3787,-0.38225,-0.38499,-0.3872,-0.38896,-0.39029,-0.39157,-0.39254,-0.39355,-0.39434,-0.39484,-0.39543,-0.39576,-0.39606,-0.39599,-0.39606,-0.39692,-0.39746,-0.39786,-0.39814,-0.39828,-0.39824,-0.39797,-0.39794,-0.39774,-0.39738,-0.39721,-0.39718,-0.39704,-0.39699,-0.39678,-0.39693,-0.39699,-0.39729,-0.39712,-0.39685,-0.3969,-0.39656,-0.39593,-0.39491,-0.39475,-0.39404,-0.39313,-0.39461,-0.39562,-0.39639,-0.39696,-0.39727,-0.39766,-0.39764,-0.39713,-0.3966,-0.39637,-0.39655,-0.39646,-0.39637,-0.39613,-0.39574,-0.39625,-0.39659,-0.39683,-0.39699,-0.39711,-0.39719,-0.39725,-0.39729,-0.39732,-0.39734,-0.39735,-0.39736,2
1.9569,1.9577,1.9587,1.9599,1.9612,1.9629,1.9647,1.9668,1.9691,1.9715,1.9739,1.9649,1.9557,1.9494,1.9477,1.9459,1.9425,1.9377,1.9331,1.9269,1.9278,1.9275,1.9268,1.9242,1.9122,1.8979,1.8812,1.882,1.8803,1.8964,1.9089,1.9176,1.9259,1.9325,1.9377,1.9425,1.9485,1.9539,1.9574,1.958,1.9586,1.9585,1.9582,1.957,1.9613,1.9635,1.9693,1.9749,1.9807,1.987,1.9942,1.9897,1.9873,1.9848,1.9778,1.9713,1.9725,1.9733,1.9745,1.9776,1.9813,1.9842,1.9874,1.9911,1.9969,2.0037,2.0076,2.0123,2.0167,2.0204,2.0423,2.0634,2.0825,2.1176,2.1547,2.1953,2.2379,2.2868,2.3434,2.4053,2.4689,2.5441,2.4546,2.3761,2.309,2.2507,2.1996,2.1543,2.1237,2.1001,2.0795,2.0617,2.0463,2.033,2.0216,2.0117,2.0033,1.9961,1.9898,1.9845,2
-0.43997,-0.43999,-0.44001,-0.44003,-0.44006,-0.44007,-0.44008,-0.44005,-0.43997,-0.43979,-0.43944,-0.43927,-0.43878,-0.43813,-0.43758,-0.43692,-0.43628,-0.43556,-0.43497,-0.43436,-0.43438,-0.43394,-0.43284,-0.43145,-0.43091,-0.42981,-0.42785,-0.4289,-0.4291,-0.43144,-0.43318,-0.43491,-0.43612,-0.43702,-0.43766,-0.43806,-0.43859,-0.43893,-0.4394,-0.43968,-0.43975,-0.43997,-0.43999,-0.44,-0.43978,-0.43971,-0.44053,-0.44104,-0.44143,-0.44173,-0.44191,-0.44171,-0.44132,-0.44118,-0.44079,-0.44024,-0.44004,-0.43997,-0.43979,-0.43974,-0.43951,-0.43965,-0.43968,-0.43996,-0.43978,-0.4395,-0.43948,-0.43905,-0.4383,-0.4371,-0.43707,-0.43641,-0.43547,-0.43717,-0.43835,-0.43926,-0.4399,-0.44028,-0.44072,-0.4407,-0.44004,-0.43936,-0.43906,-0.43914,-0.43897,-0.43879,-0.43844,-0.43791,-0.43846,-0.43888,-0.43917,-0.43938,-0.43953,-0.43963,-0.43971,-0.43976,-0.4398,-0.43983,-0.43986,-0.43987,1
-0.43995,-0.43997,-0.43999,-0.44002,-0.44004,-0.44006,-0.44006,-0.44004,-0.43996,-0.43978,-0.43942,-0.43926,-0.43877,-0.43812,-0.43757,-0.43691,-0.43627,-0.43555,-0.43495,-0.43435,-0.43437,-0.43392,-0.43283,-0.43144,-0.4309,-0.4298,-0.42783,-0.42889,-0.42908,-0.43143,-0.43317,-0.43489,-0.4361,-0.437,-0.43764,-0.43804,-0.43857,-0.43892,-0.43938,-0.43966,-0.43973,-0.43995,-0.43997,-0.43997,-0.43975,-0.43967,-0.44049,-0.441,-0.44139,-0.44168,-0.44185,-0.44165,-0.44126,-0.44113,-0.44074,-0.4402,-0.44,-0.43993,-0.43976,-0.43971,-0.43949,-0.43962,-0.43966,-0.43994,-0.43976,-0.43948,-0.43946,-0.43903,-0.43828,-0.43709,-0.43705,-0.43639,-0.43545,-0.43715,-0.43833,-0.43925,-0.43989,-0.44026,-0.44071,-0.44068,-0.44002,-0.43934,-0.43903,-0.43912,-0.43895,-0.43877,-0.43842,-0.4379,-0.43844,-0.43886,-0.43915,-0.43936,-0.43951,-0.43962,-0.43969,-0.43975,-0.43979,-0.43982,-0.43984,-0.43986,2
-0.41986,-0.41987,-0.41988,-0.4199,-0.41991,-0.41991,-0.4199,-0.41986,-0.41976,-0.41956,-0.41919,-0.4191,-0.41869,-0.4181,-0.41757,-0.41693,-0.41632,-0.41565,-0.4151,-0.41455,-0.41456,-0.41413,-0.41304,-0.41169,-0.41126,-0.41028,-0.40848,-0.40951,-0.40972,-0.41191,-0.41353,-0.41517,-0.4163,-0.41714,-0.41773,-0.41809,-0.41857,-0.41886,-0.4193,-0.41957,-0.41964,-0.41986,-0.41988,-0.4199,-0.41964,-0.41955,-0.42032,-0.42078,-0.42112,-0.42137,-0.42148,-0.42132,-0.42096,-0.42084,-0.42051,-0.42002,-0.41981,-0.41972,-0.41953,-0.41945,-0.41918,-0.41927,-0.41926,-0.41947,-0.41921,-0.41883,-0.41871,-0.41816,-0.41726,-0.4159,-0.41549,-0.41442,-0.41303,-0.41402,-0.41437,-0.4143,-0.41377,-0.41271,-0.41451,-0.41562,-0.41596,-0.4161,-0.41642,-0.41703,-0.41729,-0.41747,-0.41742,-0.41716,-0.41785,-0.41836,-0.41874,-0.41901,-0.41921,-0.41936,-0.41948,-0.41956,-0.41963,-0.41967,-0.41971,-0.41974,2
-0.36603,-0.36587,-0.36568,-0.36545,-0.36518,-0.36484,-0.36443,-0.36392,-0.36327,-0.36243,-0.36132,-0.36063,-0.35949,-0.35793,-0.35611,-0.35395,-0.35158,-0.34886,-0.34585,-0.34809,-0.35028,-0.35171,-0.35225,-0.35232,-0.35332,-0.35367,-0.3531,-0.35476,-0.35558,-0.35782,-0.35951,-0.36126,-0.36247,-0.36339,-0.36406,-0.36448,-0.36497,-0.36527,-0.36573,-0.36608,-0.36621,-0.3665,-0.36658,-0.36668,-0.36639,-0.36629,-0.36695,-0.36731,-0.36755,-0.36768,-0.36767,-0.36765,-0.36738,-0.36735,-0.36723,-0.36695,-0.36677,-0.36673,-0.3666,-0.36653,-0.3663,-0.36645,-0.36651,-0.36681,-0.36664,-0.36637,-0.36646,-0.36618,-0.36564,-0.36473,-0.36448,-0.36373,-0.36285,-0.36417,-0.36505,-0.36572,-0.36623,-0.3665,-0.36684,-0.36683,-0.36643,-0.36601,-0.36583,-0.36607,-0.36604,-0.36602,-0.36586,-0.36556,-0.36604,-0.36633,-0.36653,-0.36666,-0.36676,-0.36682,-0.36686,-0.36689,-0.36691,-0.36692,-0.36693,-0.36694,2
-0.40378,-0.40378,-0.40378,-0.40378,-0.40377,-0.40375,-0.40371,-0.40363,-0.40349,-0.40324,-0.40281,-0.40272,-0.4023,-0.40167,-0.40102,-0.40024,-0.39946,-0.39857,-0.39773,-0.39681,-0.39628,-0.39517,-0.39322,-0.39278,-0.39313,-0.3928,-0.39154,-0.39288,-0.39336,-0.39561,-0.39729,-0.39898,-0.40014,-0.401,-0.40161,-0.40198,-0.40245,-0.40274,-0.40317,-0.40345,-0.40353,-0.40376,-0.40379,-0.40383,-0.40356,-0.40346,-0.40419,-0.40461,-0.40492,-0.40513,-0.40521,-0.40509,-0.40476,-0.40467,-0.40441,-0.40399,-0.4038,-0.40374,-0.40358,-0.40352,-0.40329,-0.40343,-0.40348,-0.40377,-0.40359,-0.40332,-0.40335,-0.40299,-0.40235,-0.4013,-0.40115,-0.40045,-0.39954,-0.40105,-0.40208,-0.40287,-0.40345,-0.40377,-0.40416,-0.40414,-0.40361,-0.40306,-0.40282,-0.40298,-0.40288,-0.40278,-0.40252,-0.40211,-0.40262,-0.40298,-0.40322,-0.4034,-0.40352,-0.4036,-0.40366,-0.40371,-0.40374,-0.40376,-0.40377,-0.40378,2
-0.11741,-0.11732,-0.11721,-0.11707,-0.1169,-0.1167,-0.11645,-0.11615,-0.11577,-0.11529,-0.11467,-0.11573,-0.11654,-0.11682,-0.11657,-0.11624,-0.11613,-0.11616,-0.11625,-0.11655,-0.11645,-0.11609,-0.11522,-0.11435,-0.11548,-0.11643,-0.11695,-0.11772,-0.11809,-0.11789,-0.11765,-0.1179,-0.11774,-0.11752,-0.11723,-0.11677,-0.11621,-0.11554,-0.11518,-0.11498,-0.11453,-0.11421,-0.11362,-0.11303,-0.11131,-0.10982,-0.10835,-0.10633,-0.10383,-0.10074,-0.09688,-0.093716,-0.089332,-0.084252,-0.078536,-0.0713,-0.061569,-0.050032,-0.035959,-0.018758,-0.035519,-0.049828,-0.061627,-0.071647,-0.079407,-0.085701,-0.091636,-0.096345,-0.10024,-0.10344,-0.10491,-0.10588,-0.1069,-0.10831,-0.10933,-0.11011,-0.11098,-0.11153,-0.11207,-0.11256,-0.11342,-0.11424,-0.11472,-0.11569,-0.11634,-0.11702,-0.11761,-0.11815,-0.11849,-0.11842,-0.11834,-0.11827,-0.11821,-0.11816,-0.11811,-0.11807,-0.11804,-0.11801,-0.11799,-0.11797,2
