-0.57681,-0.33656,-0.38351,0.065304,-0.14703,0.53384,0.21997,-0.39456,0.4765,-1.4867,1
2.5693,6.2207,2.6338,-1.8798,-1.7751,2.0263,-1.4781,-2.1828,1.8894,0.85208,1
0.51726,0.47845,0.71623,-0.34632,-0.28308,-0.023107,0.34784,1.0569,-0.88183,2.1849,1
-0.037861,-0.055314,0.17808,-0.75685,-0.72933,0.9223,0.63394,0.47592,-0.9215,0.60216,1
-0.1176,-0.26257,0.44374,-0.69703,-0.57061,0.21324,0.53438,0.51323,-0.87632,0.34796,1
-0.6242,-0.45907,-0.58121,0.23983,0.027117,0.56625,0.18958,-0.13978,-1.0288,0.58927,1
-0.15266,-0.38042,-0.52475,-0.23162,-0.20961,0.48447,0.64739,-0.32105,-0.75816,-1.2143,1
-0.47328,-0.52977,-0.70179,0.4923,0.24299,-0.21597,-0.64181,-0.39347,0.5469,-2.0282,1
-0.56082,0.016138,-0.4242,-0.39627,-0.36653,0.37333,0.23351,0.6379,0.78096,0.28162,1
-0.40263,-0.24454,0.25797,-0.51262,-0.50167,-0.010484,-0.58108,0.54892,-1.0502,-0.021524,1
-0.16926,-0.18442,0.84533,-0.75082,-0.58058,0.89539,0.45641,0.52331,-0.72708,-0.16423,1
-0.20041,-0.35654,-0.39821,-0.3798,-0.3892,0.30493,0.51736,0.60171,-0.93537,0.38432,1
0.90697,2.7162,2.1805,-1.6569,-1.5547,-0.88101,1.203,2.9015,-0.42295,1.2349,1
0.7749,-0.018247,1.1372,-0.78484,-0.43727,-0.91578,0.91996,-0.907,-0.98312,1.464,1
0.88071,-0.2344,0.44332,-0.92041,-0.96516,-0.89285,1.4438,0.72481,-0.98182,1.056,1
0.80299,0.31535,0.12759,-0.35346,-0.30666,-0.23568,1.0933,-0.54631,-0.89032,1.9982,1
1.2775,0.38094,1.4947,-1.3633,-1.3252,-0.72021,1.5395,-0.96684,-0.93303,1.3467,1
-0.62616,-0.17786,-0.31278,0.26453,0.063397,0.22311,0.15498,-0.56298,-0.029787,-1.729,1
-0.70034,-0.66486,-1.3111,1.0318,1.1065,0.57248,-0.48133,-0.39732,-0.043132,-0.10531,1
-0.43629,-0.16029,-0.5582,-0.073003,-0.14522,0.57848,-0.52908,0.69352,-1.0017,-1.1181,1
-0.064803,0.20799,1.0535,-1.0197,-0.91708,0.60791,0.55238,-0.87678,-0.19879,-0.68815,1
0.80732,0.25261,1.2744,-0.54336,-0.34748,0.24517,1.1257,-1.1624,-1.046,2.3898,1
-0.58002,-0.1661,0.076669,-0.2179,-0.22685,-0.1035,-0.66347,0.55557,-0.26447,0.080153,1
0.5189,0.52012,0.65721,-1.0313,-1.0404,-0.9047,0.63181,0.50043,-0.99893,1.2014,1
0.74094,0.78139,1.8236,-1.3205,-1.2971,0.98221,1.4712,0.78187,-0.38643,0.87627,1
-0.17987,-0.073883,0.46633,-0.84467,-0.89078,0.061071,0.52813,-0.44291,-0.89709,-0.36749,1
-0.36561,0.11865,0.45908,-0.72502,-0.57695,0.17008,0.46235,0.66729,-0.13192,-0.82186,1
0.48161,0.73311,1.3387,-0.71679,-0.73568,-0.73564,0.62266,-1.2677,-0.88862,2.3969,1
0.23888,0.12143,1.2748,-0.80131,-0.69759,-0.7457,-0.58978,0.82197,-1.0354,1.3169,1
-0.86098,-0.58818,-1.1206,1.1141,1.0403,0.055055,-0.1122,-0.27571,1.3398,-0.31258,1
-0.94359,-0.62543,-1.4764,2.2085,1.7704,0.31624,-0.16206,-0.57085,1.5692,-1.1394,1
0.19877,-0.054177,1.2897,-0.92589,-0.95971,0.98862,0.81572,-0.91552,-0.8985,0.55514,1
-0.8163,-0.38216,-0.83324,0.78538,1.1119,-0.0024804,0.10309,0.39294,-0.87602,-1.8361,1
-0.35568,0.16096,0.59479,-0.72941,-0.78466,0.69433,0.2365,0.78573,-0.84873,-0.066065,1
-0.95039,-0.61498,-1.5399,1.9934,2.3219,0.30002,-0.33232,-0.31699,0.55885,-0.33188,1
0.23754,0.23296,1.3176,-0.79966,-0.7901,-0.38899,0.85799,0.95755,-1.0226,1.4686,1
-0.40695,-0.14823,-0.16684,-0.27552,-0.3112,-0.50046,-0.70669,-0.30566,-1.0507,-0.22832,1
-0.21587,0.046524,0.15443,-1.0077,-1.0432,0.50455,-0.89699,0.93425,-0.44222,0.23442,1
0.28638,0.01014,-0.18601,-0.51811,-0.4926,-1.4271,-0.82102,-0.95287,-0.87317,1.0646,1
-0.4661,-0.38712,-0.059679,-0.096603,-0.22957,0.62802,0.16467,-0.33053,-0.56365,-0.3209,1
0.93601,0.19243,0.70387,-0.75685,-0.47628,-0.35793,0.80221,-0.91627,-0.76372,1.4912,1
-0.79262,-0.6788,-1.2504,1.0872,1.0176,-0.33322,-0.40255,-0.13354,1.3556,-0.99917,1
1.0301,0.94582,2.4828,-1.4242,-1.3289,-0.92,1.0804,-1.2752,-0.91392,1.9781,1
0.31888,0.15173,1.3012,-1.1613,-1.1384,0.52814,1.1004,-0.35546,-0.67899,0.41248,1
-0.19385,-0.20276,-0.26825,-0.52634,-0.43002,-0.11057,-0.94496,-0.65912,-0.72586,-0.19279,1
1.0958,-0.47065,-0.82813,0.025788,-0.13433,0.88603,1.5932,0.37388,1.7977,-1.8097,1
-0.76535,-0.81897,-1.4901,1.7793,1.2824,0.043624,-0.035057,-0.28932,2.2015,0.57346,1
1.0187,0.50411,1.1378,-0.88912,-0.69668,-0.51377,0.98334,0.99448,-0.68508,1.5278,1
-0.54054,-0.3923,-0.79319,0.52852,0.24661,-0.47033,-0.60443,-0.24468,-1.0252,-1.5851,1
-0.08531,0.32699,0.93566,-1.1141,-1.1375,0.80854,0.2982,1.11,-1.0343,-0.56567,1
-0.61979,-0.67955,-1.1047,0.43577,0.22757,-0.1369,0.10809,0.081345,-0.91912,0.057141,1
-0.55272,-0.12709,-0.18687,-0.044463,0.22303,0.23727,0.2577,0.72984,-0.44936,0.38937,1
-0.7131,-0.48814,-1.2913,0.36881,0.16498,-0.35965,-0.41414,0.26988,0.22007,0.2374,1
-0.43153,-0.33601,0.51426,-0.45499,-0.4536,-0.14029,0.0075012,-0.36436,-0.38285,0.11151,1
-0.69867,-0.58396,-0.76443,1.3677,1.7604,-0.19275,-0.57838,-0.47664,0.6096,0.017641,1
0.15361,-0.2808,-0.053714,-0.45719,-0.22594,0.92481,0.85674,-0.67937,-0.86474,0.3315,1
-0.72218,-0.65021,-1.4396,0.99009,0.9178,0.46238,0.15435,-0.52146,-0.50904,0.77843,1
0.93754,-0.0014912,0.56156,-0.37925,-0.18785,0.38216,0.7382,0.69176,-0.92594,2.2187,1
0.78706,0.80093,2.0829,-1.2574,-1.211,-0.33367,0.98165,1.266,-0.95867,1.5175,1
-0.32709,-0.55073,-0.10357,-0.32163,-0.4799,0.37414,0.056326,0.31707,-0.91644,0.10624,1
-0.28249,-0.064688,0.66297,-0.54445,-0.46993,0.45935,0.63676,0.61605,-0.76814,0.34782,1
0.865,0.62693,2.2689,-1.2689,-1.2146,0.43992,1.7155,0.68146,-0.91859,-0.46061,1
-0.66648,-0.2397,-0.48065,0.28978,0.28017,-0.20487,-0.70933,0.71912,2.0775,-0.97347,1
-0.74119,-0.83753,-1.3731,1.7914,1.2579,0.50502,-0.21361,0.32111,0.3005,-1.3014,1
-0.43297,-0.13781,0.038321,-0.028547,0.35364,0.57209,0.35958,0.60492,-0.73896,0.45826,1
-0.2871,-0.32259,-0.2005,-0.14655,-0.30122,0.86472,0.5308,0.78073,-0.38275,0.2708,1
0.16051,-0.54181,-0.041997,-0.65806,-0.64498,0.12931,0.86882,0.41475,-1.0069,0.49507,1
0.39676,0.44048,0.70813,-1.1109,-1.1021,-1.0435,0.737,-1.2059,-0.94744,1.3596,1
0.50393,0.049758,0.35469,-0.33864,-0.46902,-0.54272,1.0227,-0.59055,-0.90556,2.2788,1
-0.33177,0.23051,-0.060318,-0.19155,-0.12617,-0.56947,0.28665,0.82584,-0.81096,1.4188,1
-0.82793,-0.63987,-1.1784,1.2316,1.0384,0.098485,-0.36001,-0.30264,0.60198,-0.6128,1
-0.65521,-0.55029,-0.89502,0.18385,0.14412,0.18742,0.098531,0.3017,-0.10774,0.0038014,1
