0.80596,0.11189,0.74992,0.1209,-0.80276,-0.41157,-0.13533,-0.023629,1.6512,0.99778,-1.4247,-0.96604,0.28719,-0.54168,-0.15372,-0.041471,1.5648,1.0907,-0.80017,-1.1701,0.4692,-0.012855,-0.11294,-0.032363,0.86352,1.1034,-1.0393,-1.5398,-0.47781,1.2857,-0.048577,-0.036188,1.5437,0.8533,-1.0079,-1.7481,-0.20415,1.1726,-0.086874,0.88427,0.85222,-1.1112,-1.096,0.74505,0.341,-0.093052,-0.066105,-0.40823,1.0821,-0.17228,0.98511,-0.04769,-0.76391,-0.1932,-0.016175,-0.30501,0.028945,0.47463,-0.89379,-0.98709,-0.52279,-0.17574,1
-0.34761,0.97564,0.9847,-1.2016,-0.98094,-0.41157,-0.13533,-0.023629,1.6512,0.99778,-0.92616,1.1227,-0.5553,-0.54168,-0.15372,-0.041471,2.4334,1.0907,-1.1381,-0.19318,0.9461,0.26638,-0.11294,-0.032363,3.1322,0.45059,-1.5476,-1.5398,0.52192,2.3894,-0.048577,-0.036188,3.1007,0.69352,-1.4926,-1.7481,-0.20415,2.607,-0.086874,1.9068,1.3134,-0.95657,-1.2543,0.74505,1.7144,-0.093052,-0.066105,-0.40823,1.4351,-0.3668,0.04425,0.96239,-0.15179,-0.1932,-0.016175,-0.30501,0.83226,0.9361,0.70901,-0.64077,-0.52279,-0.17574,1
-0.34761,0.54377,0.74992,1.0025,1.3354,-0.41157,-0.13533,-0.023629,-0.31472,0.077778,-0.67688,0.078349,1.2982,-0.29547,-0.15372,-0.041471,-0.75164,-1.6279,-1.1381,-0.030366,0.9461,-0.57132,-0.11294,-0.032363,-0.75696,-1.0182,-0.86984,0.68874,0.68854,-0.093897,-0.048577,-0.036188,-0.32477,1.3326,1.0925,0.9549,1.1567,2.0332,-0.086874,0.20257,0.85222,1.3625,0.3291,-1.4943,-0.80354,-0.093052,-0.066105,-0.40823,-1.0358,1.1893,-1.0848,-1.5628,-0.76391,-0.1932,-0.016175,-0.30501,0.63143,0.47463,-2.2962,-1.1602,-0.52279,-0.17574,8
-0.34761,-1.1837,-2.0675,-0.099511,1.8699,-0.41157,-0.13533,-0.023629,-0.64238,-1.0262,1.068,0.078349,0.79269,1.1818,-0.15372,-0.041471,0.11702,0.92081,0.21377,-1.0073,1.1051,1.1041,-0.11294,-0.032363,2.8081,1.1034,1.1634,1.0071,1.355,2.1134,-0.048577,-0.036188,-0.32477,-0.58469,-0.84629,0.44808,0.13607,-0.26181,-0.086874,-0.47914,-0.99265,-1.1112,1.1208,-0.80529,-0.80354,-0.093052,-0.066105,-0.40823,-1.3888,-1.3394,1.1733,-1.5628,-0.76391,-0.1932,-0.016175,-0.30501,-1.176,-2.5249,0.70901,-0.81393,-0.52279,-0.17574,5
-0.34761,-0.10404,0.51513,-1.6424,-0.98094,-0.41157,-0.13533,-0.023629,-0.64238,0.44578,-0.92616,-2.2193,-1.3978,-0.54168,-0.15372,-0.041471,0.11702,0.7509,-0.46219,-1.1701,-1.2794,-0.57132,-0.11294,-0.032363,1.1876,1.1034,0.82455,-0.10718,-0.97768,-0.64573,-0.048577,-0.036188,0.60945,1.3326,-1.0079,-1.0724,0.30618,-0.26181,-0.086874,-0.47914,1.1597,-0.64736,-1.2543,-0.80529,1.7144,-0.093052,-0.066105,-0.40823,0.37612,-0.3668,-1.0848,0.289,1.6846,-0.1932,-0.016175,-0.30501,-0.37271,0.013157,0.50866,0.051861,-0.52279,-0.17574,7
-0.34761,1.1916,0.9847,-0.31992,-0.80276,-0.41157,-0.13533,-0.023629,0.66826,0.99778,-0.42761,0.91386,-0.049805,-0.54168,-0.15372,-0.041471,0.40657,1.0907,-0.63118,0.6209,0.78713,-0.57132,-0.11294,-0.032363,-0.43286,0.777,-0.53097,-0.10718,1.0218,-0.64573,-0.048577,-0.036188,-0.63617,-1.2238,-1.4926,0.27915,0.13607,-0.83557,-0.086874,-0.47914,-0.99265,-0.18356,1.2791,-0.46077,-0.80354,-0.093052,-0.066105,-0.40823,-0.50635,0.99483,0.98511,-0.21604,0.86841,3.7148,-0.016175,-0.30501,0.83226,0.9361,0.90935,1.6103,3.4497,5.0392,3
-0.34761,-0.96779,-0.18921,0.34131,0.97903,1.665,-0.13533,-0.023629,-0.64238,-0.29022,0.56949,-0.96604,-0.7238,0.19694,-0.15372,-0.041471,-0.75164,1.0907,0.88973,1.435,1.1051,-0.012855,-0.11294,-0.032363,0.86352,1.1034,0.14679,-0.90309,0.68854,1.0098,-0.048577,-0.036188,-0.32477,-1.064,-1.4926,-1.7481,0.13607,0.31194,-0.086874,-0.47914,-0.99265,-1.1112,-0.46259,0.22827,-0.80354,-0.093052,-0.066105,-0.40823,-1.3888,-0.3668,0.98511,-1.0578,-0.76391,-0.1932,-0.016175,-0.30501,-0.9752,0.24389,-1.2945,-1.1602,-0.52279,-0.17574,6
-0.34761,0.54377,-0.424,-0.76075,0.26631,0.18173,-0.13533,-0.023629,-0.31472,0.81378,0.56949,0.28723,0.62419,0.44314,-0.15372,-0.041471,1.2752,0.92081,0.88973,-0.356,-1.2794,-0.57132,-0.11294,-0.032363,0.86352,0.777,0.48567,0.84792,-0.14457,-0.64573,-0.048577,-0.036188,-0.63617,-1.2238,-1.4926,-1.4102,0.6464,-0.83557,-0.086874,-0.47914,-0.99265,-1.1112,-0.62093,0.57279,-0.80354,-0.093052,-0.066105,-0.40823,-0.32986,-0.56132,0.79694,-0.72108,-0.76391,-0.1932,-0.016175,-0.30501,-0.37271,0.24389,-0.69344,-1.1602,-0.52279,-0.17574,6
-0.34761,2.0553,-2.3023,0.56172,1.3354,0.18173,-0.13533,-0.023629,-0.64238,0.99778,0.81877,0.28723,0.79269,1.428,-0.15372,-0.041471,-0.17253,1.0907,0.88973,-1.0073,-0.32562,2.221,-0.11294,-0.032363,1.5117,0.94021,-1.0393,-1.5398,-0.47781,1.5616,-0.048577,-0.036188,0.92086,0.69352,-1.4926,-1.7481,-0.20415,1.4594,-0.086874,1.2251,0.85222,-1.1112,-0.14591,1.0896,0.341,-0.093052,-0.066105,2.0809,1.4351,0.60579,1.1733,-0.55273,-0.76391,-0.1932,-0.016175,-0.30501,0.83226,0.013157,-1.2945,-1.1602,-0.52279,-0.17574,1
-0.34761,-0.53592,0.28035,0.34131,-0.62458,-0.41157,-0.13533,-0.023629,1.3236,0.99778,0.070942,-0.13053,-0.049805,-0.54168,-0.15372,-0.041471,1.8543,0.92081,0.88973,1.435,-0.32562,-0.57132,-0.11294,-0.032363,2.484,1.1034,1.1634,0.52955,-1.3109,-0.64573,-0.048577,-0.036188,-0.32477,0.69352,1.0925,0.27915,0.81651,0.31194,-0.086874,-0.47914,0.69848,0.12565,-1.2543,-0.97755,1.9434,-0.093052,-0.066105,-0.40823,0.9056,0.21675,-0.33209,0.6257,1.6846,-0.1932,-0.016175,-0.30501,-0.57354,0.70537,-0.092392,-0.1213,-0.52279,-0.17574,9
-0.34761,0.11189,0.51513,0.56172,1.8699,4.3348,7.4731,-0.023629,-0.64238,-0.65822,-0.17833,-0.54828,0.28719,3.1514,2.8807,-0.041471,-0.75164,-1.6279,-1.1381,-0.51882,1.1051,2.221,-0.11294,-0.032363,-0.43286,0.94021,1.1634,1.0071,1.355,3.2171,-0.048577,-0.036188,0.29805,0.53374,0.60781,0.44808,-1.565,-0.83557,-0.086874,-0.47914,-0.99265,1.2079,-0.46259,-1.4943,-0.80354,-0.093052,-0.066105,-0.40823,-0.15337,0.60579,-1.8375,-1.5628,-0.76391,-0.1932,-0.016175,-0.30501,0.83226,0.013157,-2.2962,-1.1602,-0.52279,-0.17574,8
-0.34761,-1.1837,-2.0675,1.0025,0.97903,-0.11492,-0.13533,-0.023629,-0.64238,-1.9462,-0.92616,1.1227,1.2982,-0.29547,-0.15372,-0.041471,-0.75164,-1.6279,0.38276,1.435,0.9461,-0.57132,-0.11294,-0.032363,-0.43286,-0.36543,1.1634,1.0071,0.52192,-0.64573,-0.048577,-0.036188,2.1665,1.3326,1.0925,0.9549,-0.20415,-0.83557,-0.086874,-0.13828,0.23726,-0.18356,1.2791,-0.28851,-0.80354,-0.093052,-0.066105,-0.40823,-1.3888,-0.95036,1.1733,-0.04769,-0.76391,-0.1932,-0.016175,-0.30501,-1.176,-2.2942,0.50866,1.264,-0.27452,-0.17574,2
-0.34761,-1.1837,-1.8327,0.34131,1.8699,4.3348,2.7178,-0.023629,-0.64238,-0.47422,1.068,-0.3394,0.62419,3.3976,3.8922,-0.041471,1.2752,1.0907,-0.63118,-0.68163,1.1051,3.0587,-0.11294,-0.032363,2.1599,0.94021,0.82455,1.0071,1.355,1.0098,-0.048577,-0.036188,-0.32477,0.054415,-0.36159,0.27915,0.98662,-0.83557,-0.086874,-0.47914,-0.99265,-1.1112,0.80412,0.22827,-0.80354,-0.093052,-0.066105,-0.40823,-1.3888,-1.3394,0.98511,-0.55273,-0.76391,-0.1932,-0.016175,-0.30501,-1.176,-1.602,0.70901,-0.46761,-0.52279,-0.17574,10
-0.34761,0.32783,0.045569,-1.2016,-0.62458,-0.41157,-0.13533,-0.023629,-0.64238,0.99778,1.068,0.4961,0.96119,-0.29547,-0.15372,-0.041471,1.8543,1.0907,0.72074,-0.68163,-1.2794,-0.57132,-0.11294,-0.032363,1.8358,1.1034,1.1634,1.0071,-0.64444,-0.64573,-0.048577,-0.036188,-0.32477,-0.90424,-1.4926,-0.73448,0.47629,-0.83557,-0.086874,-0.47914,-0.99265,-1.1112,-0.14591,0.57279,-0.80354,-0.093052,-0.066105,-0.40823,-0.32986,-0.17228,1.1733,-0.55273,-0.76391,-0.1932,-0.016175,-0.30501,-0.17188,0.9361,-0.49309,-1.1602,-0.52279,-0.17574,6
-0.34761,0.32783,-0.18921,-0.099511,0.088134,-0.41157,-0.13533,-0.023629,2.3066,0.99778,0.070942,-0.13053,0.96119,-0.54168,-0.15372,-0.041471,0.69612,-1.2881,-1.1381,-0.51882,0.9461,-0.57132,-0.11294,-0.032363,-0.75696,-1.3447,-0.70041,0.68874,-0.31119,-0.64573,-0.048577,-0.036188,-0.32477,1.1728,1.0925,0.9549,0.13607,-0.83557,-0.086874,-0.47914,0.083525,-0.49276,-0.62093,1.0896,0.56991,-0.093052,-0.066105,-0.40823,-0.50635,-1.1449,-0.33209,0.6257,1.6846,-0.1932,-0.016175,-0.30501,1.6356,0.9361,0.10796,0.57134,-0.27452,-0.17574,4
