-0.044717,-0.051709,0.43837,-0.23354,0.1517,-1.7886,-0.99099,1
-0.38637,-0.51439,1.0217,-0.73184,0.26859,-0.95685,-1.2892,1
0.3692,0.25675,1.3417,-0.008224,0.73361,-1.5628,-0.55854,1
-0.20897,-0.3161,1.0055,-0.59752,0.098341,-0.8208,-0.99099,1
-0.10713,-0.11046,0.38977,-0.21404,-0.036335,-0.067444,-0.47166,1
-0.29767,-0.39688,0.84343,-0.52386,0.07293,-0.66128,-0.90411,1
0.53017,0.60192,0.17914,0.84755,0.48712,-1.1036,0.82766,1
0.46776,0.44769,0.71786,0.48141,0.58877,-1.1512,0.14838,1
-0.32395,-0.35282,0.37761,-0.48486,-0.18372,-1.3201,-0.90213,1
-0.36994,-0.45564,0.71786,-0.48269,-0.1888,0.20065,-1.4215,1
-0.40608,-0.42626,0.22774,-0.39603,-0.29806,-0.36905,-1.1569,1
-0.41922,-0.43361,0.16698,-0.38953,-0.40479,-0.50578,-1.2497,1
-0.33709,-0.59518,1.9452,-1.176,0.27876,1.0371,-1.3366,1
0.22137,0.080486,1.4389,-0.29204,0.61164,-1.3992,-0.81327,1
-0.28124,-0.17656,-0.48111,-0.008224,-0.36667,-0.41195,-0.55657,1
0.28379,0.19065,1.1553,-0.094885,0.59385,-1.9581,-0.72441,1
-0.0020113,0.08783,-0.18542,0.27559,-0.07191,-1.2705,-0.90213,1
-0.74773,-0.71268,-0.56212,-0.57802,-0.80628,-0.79265,-1.1628,1
-0.60975,-0.60252,-0.16516,-0.4502,-0.758,-1.8978,-0.79353,1
0.36263,0.26409,1.2039,0.10227,0.53794,-0.94948,-0.029338,1
0.678,0.54317,1.5239,0.36875,1.0411,-0.4897,0.051623,1
-0.49806,-0.58049,0.60445,-0.67335,-0.29298,-0.96356,-0.55657,1
0.15896,0.16127,0.47483,0.46625,0.31179,0.68658,0.13851,1
-0.074283,-0.08843,0.47078,-0.25304,0.044979,-0.6586,-0.68492,1
-0.051288,0.021733,-0.10846,0.035107,-0.038877,-1.044,-0.211,1
-0.19255,-0.17656,0.19534,-0.16638,-0.0033017,0.19328,-0.61976,1
0.25094,0.19799,0.89204,0.02644,0.40835,1.2777,-0.63555,1
-0.17284,-0.022332,-0.66744,0.11527,-0.40733,0.28778,-0.12215,1
-0.2254,-0.26469,0.51938,-0.34187,-0.1888,-0.24037,-0.46178,1
-0.16298,-0.029676,-0.59048,0.1716,-0.40733,-1.4783,0.057547,1
0.0045589,0.095174,-0.18137,0.087103,-0.15577,-1.1754,-0.037236,1
-0.031577,-0.15453,1.2282,-0.60185,0.35245,-1.7055,-0.73034,1
0.11954,0.095174,0.6247,0.00044215,0.37023,-1.1311,-0.46573,1
-0.95469,-0.85957,-1.2588,-1.0893,-0.61316,-1.4642,-1.8539,1
-1.1814,-1.3076,-0.080103,-1.4165,-1.0756,-0.66128,-1.6801,1
-0.87256,-1.0652,0.89204,-1.2691,-0.58775,-0.31275,-1.6841,1
-0.59004,-0.58783,-0.092254,-0.57802,-0.5166,0.31526,-0.73034,1
-0.70173,-0.83753,0.71381,-1.1327,-0.39208,-0.89452,-1.6801,1
-0.22211,-0.19859,0.094073,-0.068887,-0.21167,-1.5909,-0.60791,1
-0.21226,-0.1839,0.094073,-0.20105,-0.30569,-1.4897,-0.31171,1
0.59916,0.75615,-0.32314,0.7284,0.5354,0.66245,0.82766,2
1.3449,1.1895,1.532,1.0664,1.6687,-0.5031,1.2265,2
0.75684,0.93241,-0.42035,0.87139,0.32958,0.092073,0.91652,2
1.8705,1.9018,0.24394,1.9871,1.374,0.51231,1.9611,2
0.49732,0.51379,0.48698,0.46191,0.49221,1.2368,0.83358,2
1.2168,1.138,1.1108,0.74573,1.4832,1.0974,0.83161,2
1.7029,1.6521,0.77457,1.3502,1.501,0.99623,1.4398,2
1.496,1.542,0.30875,1.5647,1.2672,-1.4843,1.6096,2
1.4763,1.5199,0.3128,1.5257,1.3409,-0.48567,1.4358,2
1.0689,1.0646,0.67736,1.1075,0.95976,-0.83353,1.4595,2
1.3022,1.4832,-0.45681,1.9222,1.008,0.0029308,2.0539,2
2.0249,1.8871,1.1594,1.9742,1.9304,1.4031,1.5267,2
1.6701,1.7256,0.17508,1.9915,1.3003,-1.1606,1.9572,2
1.2299,1.1454,1.1391,1.1054,1.3282,-0.37978,1.1752,2
1.2463,1.2115,0.82318,1.322,1.0665,-0.30136,1.1752,2
1.0985,1.3804,-1.0158,2.1756,0.53794,0.83537,1.9552,2
1.4106,1.4318,0.45458,1.4715,1.3638,-0.1405,1.5405,2
1.3022,1.4171,-0.0639,1.7055,0.7082,-1.0339,1.9651,2
1.0361,1.1895,-0.26643,1.3199,0.60655,-0.55873,1.6096,2
1.2168,1.2482,0.43432,1.2072,1.0436,-1.0044,1.2621,2
0.4579,0.44769,0.66116,0.12177,0.63959,0.35548,0.31623,2
0.97694,0.89569,1.1715,0.49441,1.069,-1.0849,0.74867,2
1.3679,1.4612,0.057618,1.5322,1.036,-0.22093,1.5227,2
1.2923,1.307,0.51128,1.27,1.224,-0.21356,1.3628,2
1.2529,1.2115,0.86774,0.81289,1.3028,-0.7598,0.83161,2
1.2595,1.1234,1.4308,1.062,1.3536,-0.56543,1.4655,2
0.85868,0.89569,0.39382,0.80422,0.76156,0.040464,0.93034,2
1.6175,1.6742,0.19939,2.1951,1.2444,-0.2913,2.1566,2
1.1281,1.0866,0.88394,0.96455,1.2596,-0.97294,0.66376,2
1.4336,1.5273,0.053567,1.3892,1.3155,-0.0057823,1.0014,2
1.3514,1.2262,1.3457,1.1292,1.5976,-1.0574,0.92047,2
1.3547,1.4465,0.077871,1.2939,1.1783,2.0076,1.1752,2
1.9559,1.9165,0.6328,1.9525,1.8237,0.66379,1.6945,2
1.3284,1.329,0.61255,1.634,1.1326,-0.96423,1.3924,2
1.2956,1.1454,1.5158,0.84322,1.5849,0.4339,0.57688,2
1.358,1.329,0.75837,1.2635,1.3765,-0.40391,1.4358,2
1.2726,1.1674,1.2363,1.2245,1.2596,-0.031922,1.0034,2
1.6471,1.6595,0.43837,1.8008,1.4832,-0.41798,1.7024,2
1.0262,1.0866,0.2804,0.86055,0.73615,-0.045327,1.0923,2
0.37906,0.54317,-0.46491,0.2171,0.28892,0.40172,0.48407,2
1.1215,0.97647,1.5158,0.6894,1.2647,-0.47093,0.88295,2
0.31993,0.1833,1.4632,-0.64735,0.78443,-0.235,-0.61976,2
1.2266,1.1307,1.1999,0.97321,1.5137,0.33604,1.0547,2
1.1938,1.2996,-0.019344,1.3502,0.81492,0.4721,1.272,2
0.97366,0.88834,1.1756,0.68723,1.0512,-0.95819,0.91059,2
1.6898,1.755,0.13053,1.8442,1.2698,-1.1908,1.4358,2
1.0788,0.91772,1.6414,0.68723,1.224,-0.56946,0.9955,2
1.289,1.2335,0.969,1.0447,1.4019,-0.52187,0.96983,2
0.11954,0.19065,0.013061,0.48141,-0.013466,0.51969,0.66574,2
0.37577,0.50645,-0.23808,0.39692,0.30925,0.38832,0.66574,2
0.17867,0.1833,0.48698,0.24743,0.34228,0.86151,0.76842,2
0.11954,0.014389,1.1634,-0.40037,0.48712,-0.058061,-0.037236,2
0.76998,0.82225,0.33306,1.0469,0.7641,-0.10766,1.0133,2
0.19181,0.34488,-0.49731,0.36875,0.032273,-0.64452,0.58083,2
0.39877,0.39628,0.59635,0.45541,0.50491,0.05521,0.91652,2
-0.55719,-0.51439,-0.36364,-0.26171,-0.50897,2.2442,-0.035262,3
-0.55062,-0.50705,-0.33529,-0.59102,-0.50643,1.5472,-0.29789,3
-0.91855,-0.96973,-0.20567,-0.9485,-0.77833,1.1946,-0.46771,3
-1.2503,-1.1093,-2.1702,-0.82934,-1.4898,1.6638,-0.36108,3
-1.1781,-1.1093,-1.4897,-1.0525,-1.4085,-0.98232,-0.64345,3
-0.82985,-0.86691,-0.18137,-0.85534,-0.77833,0.49221,-0.90016,3
-1.3883,-1.2562,-2.4132,-0.74701,-1.5889,1.1899,-0.52102,3
-1.0467,-1.0358,-0.83756,-0.864,-1.101,1.011,-0.29789,3
-0.90541,-0.76409,-1.4978,-0.54986,-1.1188,0.71674,-0.19323,3
-1.2602,-1.1754,-1.7692,-0.95716,-1.4746,-0.23769,-0.90213,3
-1.2011,-1.168,-1.2993,-1.0547,-1.317,0.24221,-0.38477,3
-1.2569,-1.168,-1.8219,-0.89217,-1.5203,1.4252,-0.47166,3
-1.2076,-1.3002,-0.4325,-1.319,-1.0782,-0.22763,-0.89818,3
-0.94812,-0.66862,-2.5186,-0.58019,-1.3424,0.76298,-0.46968,3
-1.0729,-0.82285,-2.5145,-0.47186,-1.5127,0.46339,-0.29197,3
-0.81343,-0.71268,-1.1252,-0.4567,-1.0019,-0.40525,0.065445,3
-0.9744,-0.90363,-1.1616,-0.85534,-1.0833,0.87223,-0.81327,3
-0.81014,-0.78612,-0.58643,-0.71235,-0.77578,0.49087,-0.55657,3
-0.95797,-1.0946,0.36546,-1.2063,-0.84439,-0.99573,-0.79353,3
-0.84628,-0.77144,-0.97528,-0.74268,-0.9562,0.82934,-0.37095,3
-1.2044,-1.1166,-1.6679,-1.0525,-1.5381,0.43591,-0.64345,3
-1.2405,-1.2047,-1.3925,-1.2388,-1.4187,-0.11101,-0.73034,3
-1.3128,-1.2047,-2.0811,-0.72968,-1.4542,2.0431,-0.58224,3
-1.1387,-1.1313,-1.0036,-1.072,-1.0883,2.0297,-0.99099,3
-1.3752,-1.2341,-2.4456,-0.8315,-1.6067,1.0023,-0.5388,3
-1.385,-1.5205,-0.45681,-1.475,-1.1493,0.72813,-0.7797,3
-1.2339,-1.1974,-1.4087,-1.0308,-1.4314,1.1048,-0.72244,3
-1.4047,-1.403,-1.514,-1.1197,-1.6042,0.68054,-0.97717,3
-1.1616,-1.168,-0.93073,-1.0438,-1.3094,1.4674,-0.90016,3
-0.92183,-0.85957,-1.0117,-0.66035,-0.96636,-1.3577,-0.55262,3
-0.83971,-0.90363,0.013061,-0.9225,-0.65127,0.87156,-0.61383,3
-1.1058,-1.1533,-0.51757,-1.1998,-1.0756,1.0204,-0.63753,3
