-1.0607,0.28927,-1.0618,-0.16617,-1.1419,0.54565,2.3499,-1.7138,0.34338,-0.92088,1.3472,0.027249,-1.2989,-0.22329,-1.4407,0.1191,20
0.49931,1.5004,-1.0618,0.7194,-0.68676,1.5293,-1.0795,0.13864,-0.49537,1.8853,-1.3189,0.50352,-0.44743,-0.22329,0.11859,1.351,9
-0.020689,1.1976,0.42726,1.1622,1.1338,1.5293,-0.65081,-0.97282,0.34338,0.68264,-1.3189,-0.44902,-0.021683,-0.86769,-0.27123,0.73504,4
1.5393,1.1976,0.42726,0.27662,-0.23163,-0.92984,0.6352,-0.23184,0.34338,-1.7226,-0.93799,0.97979,1.2556,1.0655,-0.66105,0.1191,14
-1.0607,-1.8302,-1.0618,-1.9373,-1.1419,0.54565,-0.65081,0.50913,0.34338,-0.92088,-0.55713,0.50352,-0.87318,-0.86769,0.50841,1.351,7
-0.020689,-1.5275,-0.069101,-0.60896,0.2235,0.54565,-0.22214,0.50913,0.34338,-0.52,-0.17626,-0.92529,-0.44743,-0.22329,1.2881,1.351,2
-1.5807,-1.8302,-1.0618,-1.4945,-1.1419,0.54565,-2.3655,-0.97282,-1.3341,-0.11912,-1.6997,0.027249,-0.87318,-1.5121,-0.66105,-0.49685,1
3.6193,2.4088,3.9018,1.605,1.5889,3.0048,-2.3655,0.50913,-1.3341,1.4844,-2.0806,0.50352,2.1071,-4.7341,-1.0509,0.1191,13
-0.54069,0.59206,-0.069101,0.7194,0.2235,0.54565,-0.22214,-0.60233,1.1821,-1.3218,-0.17626,0.027249,-0.44743,-0.22329,0.89823,-0.49685,24
-0.020689,0.59206,0.42726,0.7194,1.1338,0.05382,0.20653,0.50913,-1.3341,-0.92088,-0.55713,1.4561,0.40406,-0.22329,1.2881,0.1191,7
1.0193,0.59206,1.42,0.27662,2.4992,0.05382,0.20653,0.50913,-0.075997,-0.52,-0.55713,0.027249,2.1071,0.42112,1.6779,-1.1128,13
0.49931,0.59206,-0.069101,0.7194,1.1338,-0.43801,1.4925,0.87961,-0.91475,-0.52,-1.3189,0.50352,-0.44743,-0.86769,0.50841,1.9669,18
1.5393,0.89484,-0.069101,-0.16617,-0.68676,-0.43801,0.20653,0.50913,1.1821,1.0835,0.20461,1.4561,-0.44743,-0.22329,0.50841,0.73504,3
1.0193,1.1976,0.42726,1.1622,0.67864,-0.43801,1.4925,0.13864,0.34338,1.0835,0.96634,-1.8778,-0.021683,2.3543,-0.66105,-2.3447,20
1.0193,1.1976,0.92363,1.1622,0.67864,0.05382,-0.65081,1.6206,0.34338,-0.52,-0.55713,0.50352,0.40406,-0.22329,0.50841,-1.7287,15
-0.54069,-0.3163,-0.56546,-0.60896,-0.68676,-0.43801,-0.65081,-0.23184,-0.49537,2.2862,0.58547,1.9323,-0.87318,-1.5121,-1.0509,-1.1128,10
1.0193,1.1976,0.92363,1.1622,-0.23163,0.05382,0.20653,0.87961,2.4403,-1.7226,0.20461,2.8849,-0.87318,-0.86769,0.11859,0.1191,3
1.5393,1.1976,2.9091,1.1622,2.4992,-1.9135,0.20653,-0.23184,-0.075997,0.68264,1.7281,0.97979,2.9586,0.42112,0.50841,-0.49685,13
1.0193,0.59206,1.42,0.7194,1.1338,0.54565,-0.65081,0.50913,0.76276,-0.52,0.20461,0.50352,1.2556,-0.22329,0.11859,0.1191,8
-0.54069,-0.3163,-0.56546,-0.60896,-0.68676,-0.43801,-0.65081,0.13864,-0.075997,-0.92088,-0.17626,0.50352,-0.44743,-0.22329,0.11859,0.1191,7
