1.1689,-0.85987,1.1736,-0.88179,1.1879,-0.87816,1.1823,-0.8709,1.108,-0.97301,0.92922,-1.0963,0.65071,-1.2217,0.25626,-1.2561,-0.22092,-1.0884,-0.60531,-0.7293,-0.91108,-0.2676,-1.1694,0.45079,-1.2466,1.3446,-1.2476,1.922,-1.2445,1.9019,-1.2332,1.4051,-1.1943,0.69761,-1.0091,0.071059,-0.70727,-0.47334,-0.31176,-0.86734,0.21969,-1.1719,0.69459,-1.309,1.0358,-1.3263,1.2687,-1.247,1.4035,-1.0676,1.4541,-1.0249,1.3687,-1.1158,1.1073,-1.4201,0.68654,-1.5708,0.19055,-1.4661,-0.34749,-1.1245,-0.79283,-0.63214,-1.0968,0.12776,-1.1248,0.88285,-1.0156,1.457,-0.89478,1.947,-0.8627,2.1897,-0.89179,1.9849,-0.93846,1.4675,-0.90912,0.8227,-0.73932,0.22818,-0.45627,-0.24506,-0.093483,-0.5779,0.30007,-0.82639,0.64655,-0.90438,1
0.79241,-1.6251,0.80541,-1.6236,0.80916,-1.6207,0.81901,-1.6143,0.83849,-1.5976,0.82759,-1.5898,0.65071,-1.6258,0.24584,-1.6332,-0.22092,-1.5179,-0.54344,-1.1554,-0.79943,-0.72395,-1.0591,-0.043749,-1.1767,0.73282,-1.2375,1.2735,-1.2548,1.5741,-1.2971,1.6457,-1.2724,1.273,-1.1494,0.40708,-0.76768,-0.44216,-0.26292,-0.99322,0.34074,-1.3289,0.89575,-1.4192,1.3103,-1.5022,1.6123,-1.4882,1.7177,-1.4515,1.625,-1.5201,1.3473,-1.6814,0.8683,-1.795,0.23344,-1.8313,-0.28125,-1.4177,-0.63909,-0.85254,-0.92384,-0.17153,-1.0443,0.5655,-1.0945,1.0336,-1.084,1.284,-1.0472,1.3243,-0.98447,1.0654,-0.86385,0.48201,-0.59299,-0.13671,-0.24091,-0.62252,0.14053,-0.99259,0.51438,-1.2084,0.85525,-1.1933,1.1292,-1.0805,1.3021,-0.99065,1
0.010585,-1.1635,0.0013686,-1.1615,-0.0065429,-1.1581,-0.015447,-1.1512,-0.0097241,-1.1322,-0.036367,-1.1826,-0.16641,-1.3101,-0.43296,-1.3991,-0.79463,-1.3299,-1.162,-1.1004,-1.4591,-0.69629,-1.7409,-0.31853,-1.9862,0.35209,-2.075,1.0573,-2.1212,1.5331,-2.192,1.5467,-2.3207,1.214,-2.3543,0.6667,-2.2541,0.072224,-2.0329,-0.50548,-1.681,-0.952,-1.2224,-1.3719,-0.65637,-1.7581,-0.12791,-1.9545,0.30931,-1.8834,0.59999,-1.6798,0.75913,-1.6007,0.7705,-1.6646,0.64232,-1.7987,0.32534,-1.8534,-0.14558,-1.8123,-0.66182,-1.5851,-1.0652,-1.2012,-1.3168,-0.7302,-1.4652,-0.37392,-1.5617,-0.017982,-1.6213,0.42879,-1.6839,0.77985,-1.6949,0.76054,-1.6056,0.42732,-1.4016,0.092523,-1.1159,-0.25847,-0.77249,-0.65647,-0.40146,-1.0043,-0.026772,-1.1755,1
0.76347,0.70716,0.75698,0.71143,0.74118,0.76526,0.76014,0.73788,0.79861,0.63114,0.8174,0.65586,0.75412,0.30641,0.55908,0.018042,0.3528,-0.081574,0.054393,0.012876,-0.34275,0.10578,-0.76831,0.24474,-0.94677,0.82797,-1.2779,1.3545,-1.4817,1.8063,-1.5634,1.9289,-1.5623,1.7009,-1.5121,1.018,-1.1907,0.64904,-0.97093,0.34413,-0.38564,-0.0095982,0.25674,-0.12766,0.68141,-0.36683,1.0137,-0.18572,1.241,0.27594,1.4115,0.60448,1.5184,0.74252,1.4985,0.60108,1.3164,0.23672,0.96562,-0.41731,0.52733,-0.29265,0.047885,-0.13977,-0.51938,0.033946,-0.83176,0.40041,-1.0058,0.50549,-1.1329,1.0476,-1.2373,1.4447,-1.2832,1.5652,-1.256,1.4811,-1.1821,1.1499,-0.92857,0.79786,-0.67298,0.62461,-0.40043,0.3386,-0.018782,0.12661,0.28328,0.10646,1
1.0627,0.3063,1.067,0.31009,1.0908,0.27834,0.98594,-0.017756,0.75868,-0.49548,0.44136,-0.71375,-0.052618,-0.48919,-0.63137,-0.18994,-0.87812,0.16,-1.0692,0.60389,-1.0735,1.3642,-1.039,1.5223,-0.99674,1.4806,-0.98527,0.85465,-0.79067,0.41312,-0.64724,0.13112,-0.31322,-0.099133,0.19584,-0.24965,0.69453,-0.2707,0.99433,-0.39537,1.2245,-0.041014,1.3573,0.1558,1.3217,0.89647,1.3463,0.87552,1.2952,0.53188,1.2086,-0.17828,1.0479,-0.32404,0.78134,-0.55619,0.44339,-0.56119,0.010809,-0.61089,-0.426,-0.42063,-0.80373,-0.13977,-0.91833,0.23718,-1.0136,0.58133,-1.0547,1.1687,-0.99004,1.6564,-1.0032,1.3905,-0.95703,0.76634,-0.78905,0.43424,-0.59859,0.20917,-0.17169,-0.097392,0.25991,-0.084547,0.58552,0.076727,0.79207,0.024945,0.98321,0.37763,1
1.0723,0.4642,1.067,0.46818,1.0616,0.38793,0.99574,-0.1884,0.7886,-0.70364,0.49217,-0.78779,0.050797,-0.86808,-0.45386,-0.69702,-0.8051,-0.444,-0.97639,-0.13829,-1.0125,0.18876,-1.0491,0.42332,-1.1067,0.70562,-1.066,1.3816,-1.1001,1.3419,-1.0734,0.55576,-0.88203,0.13696,-0.45926,-0.29544,0.090317,-0.5357,0.55491,-0.44254,0.89769,-0.38659,1.1324,-0.34818,1.4018,0.032945,1.6787,0.32882,1.8369,0.62785,1.8278,0.54058,1.6788,0.19311,1.3572,-0.39318,0.90752,-0.78917,0.42645,-0.61089,-0.067072,-0.64453,-0.5417,-0.45745,-0.87632,-0.012995,-1.0541,0.29491,-1.3381,0.54878,-1.5521,1.0476,-1.5932,1.2415,-1.5255,1.1996,-1.2279,0.52944,-0.82445,0.26371,-0.5312,-0.029536,-0.13584,-0.17818,0.31575,-0.11965,0.64633,-0.00047077,0.84145,0.10646,1
0.90824,0.20912,0.91199,0.23712,0.92574,0.20529,0.87794,0.079752,0.77864,-0.34852,0.52265,-0.52867,0.20597,-0.40081,-0.23455,-0.37198,-0.67992,-0.20242,-0.87332,0.17782,-1.0836,0.35472,-1.2396,1.0415,-1.3265,1.2902,-1.2981,1.3005,-1.2548,1.0278,-1.0414,0.56995,-0.80396,0.063147,-0.26034,-0.21911,0.19903,-0.1616,0.6526,-0.15931,0.95822,-0.21377,1.2271,0.31331,1.356,0.73654,1.3573,0.87552,1.306,0.8198,1.2086,0.47668,1.0051,-0.21088,0.66186,-0.50732,0.12295,-0.61,-0.50589,-0.49796,-1.0653,-0.35664,-1.4588,0.082543,-1.5796,0.84695,-1.6605,1.4406,-1.6607,1.7454,-1.5998,1.6564,-1.4714,1.3499,-1.3111,0.73926,-1.0505,0.21677,-0.60798,-0.1044,-0.10546,-0.097392,0.34474,-0.071137,0.6227,-0.05421,0.80121,0.10119,1.0009,0.40228,1
1.1303,-0.033847,1.1251,0.030377,1.1296,-0.038147,1.143,0.079752,1.1479,-0.12809,1.0613,-0.39296,0.86791,-0.59023,0.53818,-0.67102,0.1442,-0.57824,-0.3064,-0.42691,-0.54575,-0.22608,-0.79837,0.13483,-0.9568,0.48807,-1.0962,0.93572,-1.1207,1.096,-1.1479,0.93796,-1.2166,0.13696,-0.75167,-0.53982,-0.018456,-0.89425,0.6892,-0.77294,1.1398,-1.2662,1.4046,-0.5372,1.4932,0.016918,1.6123,0.36098,1.6527,0.54791,1.6463,0.52464,1.604,0.37085,1.4441,-0.42578,1.1617,-1.0497,0.74099,-1.2564,0.12358,-1.2044,-0.42158,-1.1087,-0.87632,-0.95102,-1.135,-0.56433,-1.2502,0.015339,-1.2854,0.6324,-1.331,1.106,-1.3671,1.3621,-1.3587,1.3723,-1.3609,1.2998,-1.2881,0.90639,-1.1536,0.30347,-0.80038,-0.05421,-0.2739,-0.2673,0.15924,-0.30034,1
-1.36,-1.2364,-1.3355,-1.2588,-1.3078,-1.3042,-1.223,-1.3828,-1.0276,-1.4996,-0.67673,-1.6022,-0.12502,-1.6258,0.54866,-1.5031,1.1352,-1.1421,1.58,-0.53687,1.8493,0.11964,1.919,0.71181,1.9415,0.90955,1.9107,1.0032,1.9221,1.0551,1.9095,1.0229,1.7834,0.56484,1.4826,-0.11216,1.0933,-0.7696,0.55491,-1.3393,-0.046639,-1.7687,-0.65438,-1.939,-1.2738,-1.822,-1.7018,-1.4722,-1.8467,-1.3075,-1.8343,-1.3444,-1.786,-1.4714,-1.6308,-1.6156,-1.2141,-1.9127,-0.59573,-2.1277,0.17965,-2.1642,0.97593,-1.8233,1.5276,-1.1856,1.806,-0.44378,1.8679,0.17391,1.8014,0.49401,1.7501,0.6591,1.6151,0.54969,1.4427,0.10801,1.199,-0.4589,0.87848,-1.0062,0.50493,-1.3957,0.027411,-1.586,-0.44701,-1.538,-0.84186,-1.2865,1
-1.7655,-1.4915,-1.7423,-1.5385,-1.706,-1.4868,-1.5273,-1.5777,-1.1573,-1.5853,-0.63606,-1.4788,-0.1147,-1.2217,0.28757,-0.76206,0.551,-0.14872,0.6729,0.41146,0.72281,0.86639,0.75579,1.0965,0.7622,1.127,0.74022,0.96274,0.6534,0.59067,0.45,0.074491,0.14401,-0.67457,-0.31889,-1.4103,-0.84022,-1.9388,-1.4225,-2.2991,-1.9595,-2.397,-2.2992,-2.2539,-2.4858,-2.0299,-2.4555,-2.1154,-2.3125,-2.2352,-2.1226,-2.4785,-1.8609,-2.5864,-1.6308,-2.561,-1.1036,-2.5478,-0.4722,-2.3213,0.14602,-1.8763,0.61563,-1.2516,0.87674,-0.59142,0.97725,-0.021652,0.97842,0.41898,0.8773,0.6324,0.74802,0.56425,0.65518,0.3466,0.51827,-0.041516,0.24849,-0.60886,-0.13383,-1.0876,-0.65418,-1.3155,-1.1632,-1.3635,-1.4675,-1.3855,-1.6126,-1.3112,1
