-0.49796,1.3974,-0.24436,0.062957,-0.098581,-0.091964,0.53014,-0.53074,7
1.0678,0.98875,-0.13192,-0.79868,-0.098581,-0.091964,0.53014,-0.53074,7
0.62046,-0.48246,0.76761,-0.94228,-0.098581,-0.091964,0.69476,-0.53074,8
-0.57252,-0.48246,-0.24436,2.0016,-0.098581,-0.091964,-0.29295,-0.53074,7
-0.12515,-0.40072,0.9925,-0.43966,-0.098581,-0.091964,1.3532,0.59407,8
0.39677,0.0079453,1.7796,0.70918,-0.098581,-0.091964,-0.12834,-0.53074,7
-0.57252,-1.0546,0.9925,-0.43966,-0.098581,-0.091964,0.36552,0.1254,8
0.76958,-0.80939,0.2054,1.4272,-0.098581,-0.091964,0.53014,-0.53074,7
1.2169,0.41661,-0.58169,-0.51147,-0.098581,-0.091964,-0.62219,-0.53074,7
-0.19971,-0.89113,-0.01948,-1.0859,-0.098581,-0.091964,-0.12834,1.1565,1
0.62046,-0.23726,0.43029,-1.0859,-0.098581,-0.091964,0.2009,-0.1558,8
0.84414,0.82528,0.54273,-0.36786,-0.098581,-0.091964,0.036283,-0.24954,8
-0.34884,-0.80939,-0.01948,-0.72687,-0.098581,-0.091964,0.036283,-0.53074,1
1.7389,1.0705,-0.91901,0.27837,-0.098581,-0.091964,-0.12834,-0.53074,1
-0.49796,0.25315,0.2054,-0.94228,-0.098581,-0.091964,0.85938,-0.53074,1
0.09853,0.089679,0.2054,1.7862,-0.098581,-0.091964,0.69476,-0.53074,7
0.69502,-0.40072,0.31785,-0.51147,-0.098581,-0.091964,1.5178,-0.062068,1
0.5459,-0.23726,1.1049,-0.58327,-0.098581,-0.091964,0.2009,-0.53074,1
0.99326,1.3974,0.76761,-0.15245,-0.098581,-0.091964,-0.12834,-0.53074,7
0.09853,0.089679,-0.80657,4.3711,-0.098581,-0.091964,0.36552,-0.53074,7
-0.87076,0.90702,1.2174,-1.0141,-0.098581,-0.091964,0.53014,1.8126,1
